//0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		288.00	0	1.9560	0	34.6430	0	27.689	0	173.0	0	50.7	0		8	0.04	0	0.000124	0	2.71	0	7.8256	0	7.5206	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		286.00	0	1.9550	0	34.6430	0	27.689	0	172.9	0	50.7	0		8	0.04	0	0.000120	0	2.73	0	7.8251	0	7.5200	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		284.00	0	1.9550	0	34.6420	0	27.688	0	172.8	0	50.7	0		8	0.04	0	0.000122	0	2.70	0	7.8247	0	7.5196	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		282.00	0	1.9610	0	34.6420	0	27.688	0	172.7	0	50.6	0	37.20	0	0.04	0	0.000122	0	2.72	0	7.8243	0	7.5192	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		280.00	0	1.9660	0	34.6420	0	27.688	0	172.6	0	50.6	0		8	0.04	0	0.000119	0	2.72	0	7.8250	0	7.5199	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		278.00	0	1.9690	0	34.6410	0	27.687	0	172.5	0	50.6	0		8	0.03	0	0.000125	0	2.73	0	7.8242	0	7.5191	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		276.00	0	1.9690	0	34.6410	0	27.687	0	172.5	0	50.6	0		8	0.04	0	0.000122	0	2.72	0	7.8236	0	7.5185	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		274.00	0	1.9720	0	34.6400	0	27.686	0	172.4	0	50.6	0		8	0.04	0	0.000120	0	2.72	0	7.8238	0	7.5187	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		272.00	0	1.9730	0	34.6390	0	27.685	0	172.3	0	50.5	0		8	0.04	0	0.000123	0	2.72	0	7.8229	0	7.5178	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		270.00	0	1.9750	0	34.6390	0	27.684	0	172.2	0	50.5	0	37.00	0	0.04	0	0.000117	0	2.71	0	7.8224	0	7.5173	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		268.00	0	1.9760	0	34.6390	0	27.684	0	172.1	0	50.5	0		8	0.04	0	0.000127	0	2.72	0	7.8224	0	7.5173	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		266.00	0	1.9750	0	34.6380	0	27.684	0	172.1	0	50.5	0		8	0.04	0	0.000130	0	2.70	0	7.8224	0	7.5172	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		264.00	0	1.9750	0	34.6370	0	27.683	0	172.0	0	50.4	0		8	0.04	0	0.000120	0	2.72	0	7.8214	0	7.5162	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		262.00	0	1.9740	0	34.6350	0	27.681	0	171.9	0	50.4	0	37.20	0	0.04	0	0.000119	0	2.69	0	7.8215	0	7.5162	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		260.00	0	1.9690	0	34.6330	0	27.680	0	171.8	0	50.4	0		8	0.04	0	0.000125	0	2.69	0	7.8204	0	7.5151	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		258.00	0	1.9670	0	34.6310	0	27.679	0	171.7	0	50.3	0		8	0.04	0	0.000120	0	2.70	0	7.8194	0	7.5141	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		256.00	0	1.9690	0	34.6310	0	27.679	0	171.6	0	50.3	0		8	0.04	0	0.000120	0	2.72	0	7.8188	0	7.5135	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		254.00	0	1.9750	0	34.6300	0	27.677	0	171.4	0	50.3	0		8	0.04	0	0.000122	0	2.71	0	7.8178	0	7.5126	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		252.00	0	1.9760	0	34.6290	0	27.676	0	171.3	0	50.2	0	37.50	0	0.04	0	0.000120	0	2.72	0	7.8184	0	7.5130	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		250.00	0	1.9780	0	34.6290	0	27.676	0	171.2	0	50.2	0		8	0.04	0	0.000119	0	2.72	0	7.8176	0	7.5123	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		248.00	0	1.9770	0	34.6280	0	27.676	0	171.1	0	50.2	0		8	0.04	0	0.000120	0	2.68	0	7.8179	0	7.5124	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		246.00	0	1.9760	0	34.6270	0	27.675	0	171.1	0	50.2	0		8	0.04	0	0.000121	0	2.70	0	7.8173	0	7.5118	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		244.00	0	1.9740	0	34.6250	0	27.673	0	170.9	0	50.1	0		8	0.04	0	0.000122	0	2.70	0	7.8157	0	7.5103	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		242.00	0	1.9710	0	34.6240	0	27.673	0	170.8	0	50.1	0	37.60	0	0.04	0	0.000119	0	2.71	0	7.8154	0	7.5099	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		240.00	0	1.9690	0	34.6230	0	27.672	0	170.7	0	50.0	0		8	0.04	0	0.000120	0	2.71	0	7.8152	0	7.5096	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		238.00	0	1.9650	0	34.6210	0	27.671	0	170.6	0	50.0	0		8	0.04	0	0.000194	0	2.70	0	7.8145	0	7.5089	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		236.00	0	1.9660	0	34.6200	0	27.670	0	170.5	0	50.0	0		8	0.04	0	0.000122	0	2.69	0	7.8135	0	7.5079	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		234.00	0	1.9660	0	34.6190	0	27.669	0	170.4	0	49.9	0		8	0.04	0	0.000123	0	2.71	0	7.8122	0	7.5067	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		232.00	0	1.9650	0	34.6180	0	27.668	0	170.3	0	49.9	0		8	0.04	0	0.000121	0	2.69	0	7.8122	0	7.5066	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		230.00	0	1.9640	0	34.6170	0	27.668	0	170.2	0	49.9	0	37.70	0	0.04	0	0.000122	0	2.69	0	7.8112	0	7.5056	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		228.00	0	1.9630	0	34.6160	0	27.667	0	170.1	0	49.9	0		8	0.04	0	0.000176	0	2.71	0	7.8118	0	7.5061	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		226.00	0	1.9640	0	34.6150	0	27.666	0	170.0	0	49.9	0		8	0.04	0	0.000123	0	2.68	0	7.8109	0	7.5051	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		224.00	0	1.9630	0	34.6140	0	27.665	0	170.0	0	49.8	0		8	0.07	0	0.000222	0	2.71	0	7.8099	0	7.5042	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		222.00	0	1.9620	0	34.6130	0	27.665	0	169.9	0	49.8	0		8	0.04	0	0.000122	0	2.69	0	7.8100	0	7.5042	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		220.00	0	1.9620	0	34.6120	0	27.664	0	169.8	0	49.8	0	38.00	0	0.04	0	0.000127	0	2.71	0	7.8094	0	7.5036	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		218.00	0	1.9610	0	34.6110	0	27.663	0	169.8	0	49.8	0		8	0.04	0	0.000126	0	2.68	0	7.8097	0	7.5038	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		216.00	0	1.9610	0	34.6100	0	27.662	0	169.7	0	49.7	0		8	0.05	0	0.000129	0	2.71	0	7.8089	0	7.5030	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		214.00	0	1.9620	0	34.6080	0	27.661	0	169.7	0	49.7	0		8	0.04	0	0.000123	0	2.71	0	7.8085	0	7.5026	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		212.00	0	1.9620	0	34.6070	0	27.660	0	169.6	0	49.7	0	38.00	0	0.04	0	0.000130	0	2.71	0	7.8084	0	7.5024	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		210.00	0	1.9620	0	34.6070	0	27.660	0	169.5	0	49.7	0		8	0.05	0	0.000129	0	2.71	0	7.8076	0	7.5016	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		208.00	0	1.9610	0	34.6070	0	27.660	0	169.5	0	49.7	0		8	0.04	0	0.000127	0	2.71	0	7.8080	0	7.5018	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		206.00	0	1.9590	0	34.6050	0	27.658	0	169.4	0	49.7	0		8	0.05	0	0.000121	0	2.70	0	7.8071	0	7.5010	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		204.00	0	1.9580	0	34.6040	0	27.658	0	169.4	0	49.6	0		8	0.04	0	0.000122	0	2.71	0	7.8069	0	7.5007	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		202.00	0	1.9570	0	34.6030	0	27.657	0	169.4	0	49.7	0		8	0.05	0	0.000126	0	2.71	0	7.8069	0	7.5006	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		200.00	0	1.9540	0	34.6010	0	27.656	0	169.4	0	49.6	0	38.00	0	0.05	0	0.000125	0	2.69	0	7.8061	0	7.4998	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		198.00	0	1.9510	0	34.5990	0	27.654	0	169.3	0	49.6	0		8	0.05	0	0.000124	0	2.69	0	7.8052	0	7.4989	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		196.00	0	1.9490	0	34.5980	0	27.654	0	169.2	0	49.6	0		8	0.05	0	0.000127	0	2.70	0	7.8045	0	7.4982	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		194.00	0	1.9500	0	34.5970	0	27.653	0	169.2	0	49.6	0		8	0.05	0	0.000121	0	2.69	0	7.8043	0	7.4979	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		192.00	0	1.9460	0	34.5950	0	27.652	0	169.1	0	49.6	0	38.20	0	0.05	0	0.000121	0	2.71	0	7.8040	0	7.4975	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		190.00	0	1.9430	0	34.5930	0	27.650	0	169.1	0	49.5	0		8	0.05	0	0.000125	0	2.69	0	7.8034	0	7.4969	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		188.00	0	1.9390	0	34.5920	0	27.650	0	169.1	0	49.5	0		8	0.05	0	0.000127	0	2.68	0	7.8030	0	7.4964	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		186.00	0	1.9370	0	34.5910	0	27.649	0	169.1	0	49.5	0		8	0.05	0	0.000126	0	2.69	0	7.8035	0	7.4967	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		184.00	0	1.9350	0	34.5900	0	27.648	0	169.1	0	49.5	0		8	0.05	0	0.000128	0	2.68	0	7.8034	0	7.4965	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		182.00	0	1.9310	0	34.5890	0	27.648	0	169.1	0	49.5	0	38.20	0	0.05	0	0.000123	0	2.69	0	7.8027	0	7.4958	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		180.00	0	1.9300	0	34.5880	0	27.647	0	169.1	0	49.5	0		8	0.05	0	0.000127	0	2.68	0	7.8021	0	7.4952	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		178.00	0	1.9300	0	34.5880	0	27.647	0	169.1	0	49.5	0		8	0.05	0	0.000127	0	2.68	0	7.8016	0	7.4946	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		176.00	0	1.9280	0	34.5860	0	27.646	0	169.1	0	49.5	0		8	0.05	0	0.000123	0	2.68	0	7.8017	0	7.4946	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		174.00	0	1.9230	0	34.5840	0	27.644	0	169.1	0	49.5	0		8	0.15	0	0.000184	0	2.68	0	7.8014	0	7.4943	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		172.00	0	1.9190	0	34.5830	0	27.644	0	169.2	0	49.5	0	38.30	0	0.05	0	0.000130	0	2.68	0	7.8007	0	7.4935	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		170.00	0	1.9110	0	34.5800	0	27.642	0	169.2	0	49.5	0		8	0.06	0	0.000126	0	2.68	0	7.7996	0	7.4923	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		168.00	0	1.9060	0	34.5770	0	27.640	0	169.3	0	49.6	0		8	0.06	0	0.000133	0	2.68	0	7.7996	0	7.4921	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		166.00	0	1.9000	0	34.5760	0	27.640	0	169.4	0	49.6	0		8	0.06	0	0.000132	0	2.67	0	7.8000	0	7.4924	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		164.00	0	1.8940	0	34.5740	0	27.639	0	169.4	0	49.6	0		8	0.06	0	0.000130	0	2.65	0	7.7990	0	7.4913	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		162.00	0	1.8870	0	34.5720	0	27.638	0	169.5	0	49.6	0	38.60	0	0.06	0	0.000126	0	2.65	0	7.7982	0	7.4904	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		160.00	0	1.8850	0	34.5700	0	27.636	0	169.6	0	49.6	0		8	0.07	0	0.000133	0	2.65	0	7.7986	0	7.4906	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		158.00	0	1.8810	0	34.5690	0	27.636	0	169.6	0	49.6	0		8	0.07	0	0.000130	0	2.68	0	7.7978	0	7.4898	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		156.00	0	1.8910	0	34.5670	0	27.633	0	169.6	0	49.6	0		8	0.11	0	0.000133	0	2.65	0	7.7970	0	7.4891	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		154.00	0	1.8880	0	34.5660	0	27.633	0	169.5	0	49.6	0		8	0.07	0	0.000154	0	2.65	0	7.7968	0	7.4889	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		152.00	0	1.8820	0	34.5640	0	27.632	0	169.6	0	49.6	0	38.50	0	0.07	0	0.000175	0	2.65	0	7.7970	0	7.4889	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		150.00	0	1.8590	0	34.5610	0	27.631	0	169.8	0	49.6	0		8	0.08	0	0.000131	0	2.64	0	7.7962	0	7.4879	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		148.00	0	1.8400	0	34.5570	0	27.629	0	170.2	0	49.7	0		8	0.07	0	0.000143	0	2.64	0	7.7964	0	7.4877	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		146.00	0	1.8320	0	34.5530	0	27.627	0	170.4	0	49.8	0		8	0.09	0	0.000132	0	2.61	0	7.7960	0	7.4872	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		144.00	0	1.8240	0	34.5510	0	27.626	0	170.6	0	49.8	0		8	0.08	0	0.000140	0	2.63	0	7.7954	0	7.4864	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		142.00	0	1.8150	0	34.5480	0	27.624	0	170.8	0	49.9	0	38.80	0	0.07	0	0.000137	0	2.62	0	7.7957	0	7.4865	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		140.00	0	1.8160	0	34.5460	0	27.622	0	171.0	0	49.9	0		8	0.08	0	0.000135	0	2.62	0	7.7953	0	7.4860	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		138.00	0	1.8050	0	34.5430	0	27.621	0	171.2	0	50.0	0		8	0.08	0	0.000136	0	2.61	0	7.7947	0	7.4853	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		136.00	0	1.7940	0	34.5400	0	27.619	0	171.4	0	50.0	0		8	0.09	0	0.000127	0	2.62	0	7.7948	0	7.4852	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		134.00	0	1.7890	0	34.5360	0	27.616	0	171.6	0	50.1	0		8	0.10	0	0.000128	0	2.60	0	7.7935	0	7.4838	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		132.00	0	1.7890	0	34.5350	0	27.616	0	171.8	0	50.1	0		8	0.17	0	0.000198	0	2.61	0	7.7931	0	7.4834	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		130.00	0	1.7860	0	34.5340	0	27.615	0	171.9	0	50.1	0	39.00	0	0.11	0	0.000131	0	2.60	0	7.7937	0	7.4838	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		128.00	0	1.7810	0	34.5320	0	27.614	0	172.0	0	50.2	0		8	0.12	0	0.000132	0	2.59	0	7.7936	0	7.4836	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		126.00	0	1.7680	0	34.5290	0	27.612	0	172.2	0	50.2	0		8	0.12	0	0.000154	0	2.57	0	7.7938	0	7.4836	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		124.00	0	1.7450	0	34.5230	0	27.609	0	172.6	0	50.3	0		8	0.13	0	0.000127	0	2.56	0	7.7934	0	7.4829	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		122.00	0	1.7280	0	34.5180	0	27.607	0	173.1	0	50.4	0		8	0.14	0	0.000175	0	2.56	0	7.7931	0	7.4823	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		120.00	0	1.7210	0	34.5160	0	27.605	0	173.5	0	50.5	0	38.90	0	0.16	0	0.000137	0	2.55	0	7.7928	0	7.4819	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		118.00	0	1.7070	0	34.5120	0	27.603	0	173.9	0	50.6	0		8	0.18	0	0.000129	0	2.56	0	7.7925	0	7.4814	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		116.00	0	1.7030	0	34.5090	0	27.601	0	174.2	0	50.7	0		8	0.22	0	0.000191	0	2.54	0	7.7936	0	7.4822	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		114.00	0	1.6710	0	34.5040	0	27.600	0	174.6	0	50.8	0		8	0.20	0	0.000175	0	2.55	0	7.7937	0	7.4819	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		112.00	0	1.6440	0	34.4990	0	27.598	0	175.3	0	50.9	0	38.90	0	0.22	0	0.000160	0	2.53	0	7.7946	0	7.4822	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		110.10	0	1.5960	0	34.4900	0	27.594	0	176.3	0	51.2	0		8	0.20	0	0.000142	0	2.53	0	7.7950	0	7.4821	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		108.00	0	1.5640	0	34.4840	0	27.591	0	177.6	0	51.5	0		8	0.23	0	0.000151	0	2.51	0	7.7964	0	7.4826	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		106.00	0	1.5560	0	34.4820	0	27.590	0	178.4	0	51.7	0		8	0.26	0	0.000147	0	2.48	0	7.7977	0	7.4837	0
0564SoOcn	1	C	02/23/2016	12:39	82.466	-63.497		104.00	0	1.5190	0	34.4750	0	27.587	0	179.3	0	51.9	0		8	0.29	0	0.000167	0	2.50	0	7.7978	0	7.4834	0
