//0																													
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1798.78	0	  1.9850	0	34.7155	0	27.719	0	184.6	0	54.1	0	29.83	0	0.03	0	0.000079	0	7.8152	0	7.5611	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1699.50	0	  2.0045	0	34.7146	0	27.716	0	183.1	0	53.7	0	29.99	0	0.01	0	0.000087	0	7.8184	0	7.5610	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1599.15	0	  2.0363	0	34.7111	0	27.711	0	181.9	0	53.4	0	29.91	0	0.02	0	0.000085	0	7.8211	0	7.5606	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1497.23	0	  2.0645	0	34.7076	0	27.705	0	180.7	0	53.1	0	30.11	0	0.03	0	0.000082	0	7.8222	0	7.5587	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1399.15	0	  2.0861	0	34.7039	0	27.7	0	179.6	0	52.8	0	30.17	0	0.02	0	0.000079	0	7.8229	0	7.5564	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1299.07	0	  2.1147	0	34.6980	0	27.693	0	178.1	0	52.4	0	30.35	0	0.02	0	0.000085	0	7.8237	0	7.5542	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1199.65	0	  2.1442	0	34.6914	0	27.685	0	176.7	0	52.0	0	30.68	0	0.03	0	0.000081	0	7.8264	0	7.5538	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		  1098.70	0	  2.2207	0	34.6729	0	27.663	0	173.7	0	51.2	0	30.97	0	0.02	0	0.000085	0	7.8213	0	7.5469	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   999.66	0	  2.3401	0	34.6439	0	27.628	0	170.6	0	50.5	0	31.52	0	0.03	0	0.000092	0	7.8150	0	7.5395	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   950.87	0	  2.4279	0	34.6245	0	27.604	0	168.8	0	50.0	0	31.87	0	0.02	0	0.000094	0	7.8095	0	7.5341	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   901.74	0	  2.4462	0	34.6077	0	27.588	0	167.7	0	49.7	0	32.11	0	0.03	0	0.000092	0	7.8016	0	7.5255	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   850.79	0	  2.4807	0	34.5860	0	27.567	0	166.3	0	49.3	0	32.44	0	0.01	0	0.000090	0	7.8024	0	7.5250	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   800.85	0	  2.4692	0	34.5573	0	27.545	0	165.9	0	49.2	0	32.83	0	0.03	0	0.000209	0	7.7970	0	7.5183	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   751.34	0	  2.5844	0	34.5433	0	27.522	0	165.2	0	49.2	0	32.81	0	0.01	0	0.000097	0	7.7987	0	7.5198	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   701.67	0	  2.6114	0	34.5196	0	27.5	0	165.5	0	49.2	0	32.97	0	0.03	0	0.000090	0	7.7983	0	7.5181	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   650.83	0	  2.7392	0	34.4929	0	27.466	0	166.3	0	49.6	0	33.12	0	0.02	0	0.000095	0	7.7947	0	7.5150	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   601.40	0	  2.7590	0	34.4525	0	27.431	0	168.8	0	50.4	0	33.41	0	0.03	0	0.000108	0	7.7934	0	7.5124	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   550.95	0	  2.7024	0	34.4071	0	27.4	0	172.9	0	51.5	0	33.45	0	0.03	0	0.000097	0	7.7939	0	7.5104	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   500.93	0	  2.7261	0	34.3592	0	27.358	0	179.9	0	53.6	0	33.26	0	0.03	0	0.000127	0	7.7997	0	7.5144	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   451.54	0	  2.7243	0	34.3061	0	27.315	0	190.1	0	56.7	0	32.79	0	0.01	0	0.000113	0	7.8077	0	7.5201	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   401.10	0	  2.7720	0	34.2480	0	27.263	0	203.0	0	60.5	0	32.22	0	0.02	0	0.000131	0	7.8188	0	7.5293	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   381.56	0	  2.8874	0	34.2414	0	27.246	0	203.2	0	60.8	0	32.02	0	0.01	0	0.000117	0	7.8223	0	7.5334	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   361.46	0	  2.7644	0	34.2010	0	27.225	0	212.0	0	63.2	0	31.70	0	0.02	0	0.000145	0	7.8311	0	7.5391	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   351.64	0	  2.7045	0	34.1872	0	27.22	0	214.9	0	64.0	0	31.44	0	0.01	0	0.000123	0	7.8330	0	7.5397	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   341.23	0	  2.6133	0	34.1644	0	27.211	0	220.6	0	65.5	0	31.46	0	0.01	0	0.000130	0	7.8404	0	7.5449	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   331.22	0	  2.6386	0	34.1613	0	27.206	0	223.2	0	66.3	0	31.27	0	0.01	0	0.000125	0	7.8413	0	7.5457	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   321.44	0	  2.6616	0	34.1548	0	27.198	0	225.3	0	67.0	0	31.38	0	0.01	0	0.000146	0	7.8428	0	7.5471	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   311.67	0	  2.7300	0	34.1476	0	27.185	0	226.1	0	67.3	0	30.77	0	0.01	0	0.000131	0	7.8474	0	7.5520	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   301.22	0	  2.6704	0	34.1261	0	27.174	0	231.5	0	68.8	0	30.60	0	0.01	0	0.000125	0	7.8544	0	7.5572	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   291.68	0	  2.8123	0	34.1328	0	27.165	0	231.8	0	69.1	0	30.43	0	0.02	0	0.000130	0	7.8541	0	7.5585	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   280.90	0	  2.6107	0	34.0981	0	27.157	0	237.6	0	70.5	0	30.03	0	0.02	0	0.000135	0	7.8669	0	7.5671	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   271.58	0	  2.7707	0	34.0986	0	27.141	0	241.5	0	72.0	0	30.11	0	0.01	0	0.000143	0	7.8613	0	7.5639	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   261.38	0	  2.8044	0	34.0896	0	27.131	0	241.8	0	72.1	0	29.49	0	0.02	0	0.000276	0	7.8719	0	7.5738	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   249.13	0	  2.6359	0	34.0501	0	27.115	0	252.8	0	75.0	0	29.33	0	0.03	0	0.000154	0	7.8788	0	7.5774	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   239.79	0	  2.5513	0	34.0297	0	27.107	0	257.6	0	76.3	0	29.08	0	0.01	0	0.000174	0	7.8844	0	7.5811	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   230.84	0	  2.5438	0	34.0139	0	27.095	0	262.3	0	77.7	0	28.85	0	0.02	0	0.000154	0	7.8894	0	7.5853	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   221.44	0	  2.7254	0	34.0180	0	27.08	0	264.0	0	78.5	0	28.96	0	0.03	0	0.000148	0	7.8895	0	7.5875	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   210.95	0	  3.2411	0	34.0584	0	27.06	0	255.7	0	77.1	0	28.30	0	0.01	0	0.000150	0	7.8839	0	7.5891	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   201.45	0	  3.3987	0	34.0655	0	27.05	0	252.5	0	76.4	0	28.06	0	0.02	0	0.000148	0	7.8859	0	7.5929	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   190.87	0	  3.2968	0	34.0347	0	27.035	0	256.3	0	77.3	0	27.82	0	0.01	0	0.000143	0	7.8947	0	7.5992	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   181.08	0	  3.2657	0	34.0026	0	27.012	0	262.3	0	79.1	0	27.40	0	0.03	0	0.000154	0	7.9045	0	7.6074	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   171.17	0	  3.1650	0	33.9651	0	26.992	0	271.2	0	81.5	0	27.34	0	0.03	0	0.000156	0	7.9103	0	7.6110	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   161.39	0	  3.2074	0	33.9372	0	26.965	0	276.4	0	83.2	0	26.76	0	0.05	0	0.000168	0	7.9234	0	7.6233	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   151.37	0	  3.3241	0	33.9202	0	26.939	0	278.9	0	84.1	0	26.63	0	0.04	0	0.000194	0	7.9211	0	7.6225	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   141.27	0	  3.5587	0	33.9183	0	26.912	0	276.8	0	84.0	0	26.02	0	0.02	0	0.000171	0	7.9258	0	7.6297	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   130.75	0	  3.4736	0	33.8713	0	26.883	0	284.0	0	86.0	0	25.61	0	0.09	0	0.000191	0	7.9419	0	7.6429	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   120.94	0	  3.6826	0	33.8429	0	26.837	0	287.6	0	87.5	0	25.01	0	0.15	0	0.000204	0	7.9500	0	7.6529	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   111.45	0	  4.0460	0	33.8211	0	26.779	0	290.5	0	89.2	0	23.63	0	0.31	0	0.000204	0	7.9614	0	7.6681	0
9637SoOcn	 1	C	03/02/2016	03:24	  90.399	-50.597		   101.18	0	  4.4507	0	33.8139	0	26.726	0	292.2	0	90.6	0	22.58	0	0.44	0	0.000189	0	7.9706	0	7.6818	0
