//0																									
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1598.51	0	2.6988	0	34.5427	0	27.511	0	156.1	0	46.6	0		8	7.6879	8	7.4476	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1499.75	0	2.8067	0	34.5094	0	27.473	0	157.6	0	47.1	0		8	7.6901	8	7.4478	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1399.11	0	2.9668	0	34.4688	0	27.424	0	161.1	0	48.4	0		8	7.695	8	7.4513	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1298.22	0	3.1236	0	34.4313	0	27.377	0	165.7	0	49.9	0		8	7.7027	8	7.4572	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1199.55	0	3.3257	0	34.3915	0	27.324	0	171.9	0	52	0		8	7.7127	8	7.4659	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		1098.76	0	3.639	0	34.3557	0	27.261	0	178.9	0	54.5	0		8	7.7261	8	7.4792	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		999.17	0	4.0052	0	34.3207	0	27.193	0	186.7	0	57.4	0		8	7.739	8	7.4929	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		951.34	0	4.2412	0	34.3092	0	27.157	0	190.1	0	58.8	0		8	7.7093	8	7.4673	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		901.1	0	4.5681	0	34.3109	0	27.12	0	191.3	0	59.7	0		8	7.7117	8	7.4724	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		850.67	0	4.8664	0	34.3043	0	27.08	0	195.3	0	61.3	0		8	7.7211	8	7.4836	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		801.45	0	5.1206	0	34.3037	0	27.049	0	198.4	0	62.7	0		8	7.7298	8	7.4935	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		751.52	0	5.4414	0	34.3078	0	27.012	0	200.7	0	63.9	0		8	7.7413	8	7.5069	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		701.35	0	5.7113	0	34.3036	0	26.975	0	206.6	0	66.2	0		8	7.7536	8	7.5203	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		651.7	0	6.0419	0	34.3211	0	26.947	0	209.2	0	67.6	0		8	7.7679	8	7.5364	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		601.46	0	6.2236	0	34.3142	0	26.917	0	217.6	0	70.6	0		8	7.7872	8	7.555	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		551.62	0	6.3991	0	34.3116	0	26.891	0	226.5	0	73.8	0		8	7.8039	8	7.5711	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		501.07	0	6.7168	0	34.3417	0	26.873	0	226.7	0	74.4	0		8	7.8111	8	7.5806	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		451.16	0	6.8194	0	34.3421	0	26.859	0	230.1	0	75.7	0		8	7.8295	8	7.5972	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		401.77	0	6.9173	0	34.3352	0	26.84	0	238.1	0	78.5	0		8	7.843	8	7.6093	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		381.11	0	7.0998	0	34.3581	0	26.833	0	238.3	0	78.9	0		8	7.8431	8	7.6114	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		361.6	0	7.1946	0	34.3713	0	26.831	0	236.4	0	78.4	0		8	7.8507	8	7.619	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		350.66	0	7.212	0	34.3691	0	26.827	0	238.8	0	79.3	0		8	7.8491	8	7.6175	8
9018SoOcn	1	C	4/13/2014	18:42	210.032	-52.543		340.92	0	7.2982	0	34.3806	0	26.824	0	236.3	0	78.6	0		8	7.8489	8	7.6182	8
