//0																													
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		361.01	0	0.8641	0	34.6976	0	27.8	0	200.1	0	57	0	49.1	0	0	0	0.000083	0	7.8083	8	7.4922	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		351.21	0	0.8607	0	34.6978	0	27.801	0	200.1	0	57	0	49.17	0	0	0	0.000083	0	7.8086	8	7.4921	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		341.14	0	0.869	0	34.6977	0	27.8	0	200.1	0	57	0	49.17	0	-0.01	0	0.00008	0	7.8082	8	7.4914	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		331.51	0	0.8638	0	34.6961	0	27.799	0	200.3	0	57.1	0	49.13	0	0.01	0	0.000083	0	7.8087	8	7.4916	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		321.28	0	0.8649	0	34.6958	0	27.799	0	200.2	0	57.1	0	49.13	0	0.01	0	0.000083	0	7.809	8	7.4915	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		308.88	0	0.8653	0	34.6942	0	27.797	0	200.1	0	57	0	49.08	0	0	0	0.000086	0	7.8085	8	7.4906	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		300.93	0	0.8456	0	34.6922	0	27.797	0	200.6	0	57.2	0	49.12	0	0.01	0	0.000086	0	7.8096	8	7.4911	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		290.9	0	0.8599	0	34.692	0	27.796	0	200.6	0	57.2	0	49.21	0	0	0	0.000082	0	7.8092	8	7.4906	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		280.77	0	0.8539	0	34.6911	0	27.796	0	200.5	0	57.1	0	49.27	0	0	0	0.000083	0	7.8086	8	7.4896	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		270.96	0	0.8986	0	34.6933	0	27.794	0	199.9	0	57	0	49.19	0	0.01	0	0.000082	0	7.8082	8	7.4896	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		261.21	0	0.8698	0	34.6904	0	27.794	0	200	0	57	0	48.96	0	0	0	0.000082	0	7.8079	8	7.4886	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		251.38	0	0.8839	0	34.6903	0	27.793	0	200	0	57	0	49.1	0	0	0	0.000096	0	7.8078	8	7.4884	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		240.85	0	0.8985	0	34.6906	0	27.792	0	199.4	0	56.9	0	49.12	0	0	0	0.000082	0	7.8065	8	7.487	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		231.54	0	0.8844	0	34.6871	0	27.79	0	199.6	0	56.9	0	49.21	0	0	0	0.000083	0	7.8068	8	7.4868	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		221.13	0	0.8208	0	34.6818	0	27.791	0	200.4	0	57	0	49.31	0	0	0	0.000082	0	7.8068	8	7.4856	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		211.34	0	0.8019	0	34.6783	0	27.789	0	201.1	0	57.2	0	49.24	0	0.01	0	0.000082	0	7.8078	8	7.486	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		201.74	0	0.7851	0	34.6765	0	27.789	0	201.4	0	57.3	0	49.32	0	0.01	0	0.000086	0	7.808	8	7.4856	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		191.32	0	0.8368	0	34.6781	0	27.786	0	200.5	0	57.1	0	49.36	0	0	0	0.00008	0	7.8059	8	7.484	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		181.33	0	0.8389	0	34.6781	0	27.786	0	199.5	0	56.8	0	49.19	0	0.02	0	0.000083	0	7.8057	8	7.4836	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		171.39	0	0.8934	0	34.6832	0	27.786	0	198.7	0	56.7	0	49.41	0	0	0	0.000082	0	7.8064	8	7.4846	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		161.46	0	0.9854	0	34.6874	0	27.782	0	196.8	0	56.3	0	49.36	0	0	0	0.000086	0	7.8062	8	7.4853	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		150.98	0	0.9448	0	34.6823	0	27.781	0	196.4	0	56.1	0	49.3	0	0	0	0.000085	0	7.8024	8	7.481	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		141.66	0	0.967	0	34.682	0	27.779	0	195.9	0	56	0	49.32	0	0	0	0.000083	0	7.8031	8	7.4816	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		129.29	0	0.9077	0	34.6735	0	27.777	0	197.3	0	56.3	0	49.45	0	0.02	0	0.000085	0	7.8046	8	7.4817	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		121.34	0	0.9508	0	34.6743	0	27.774	0	196.6	0	56.1	0	49.28	0	0.06	0	0.000088	0	7.81	8	7.487	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		111.32	0	0.4276	0	34.6286	0	27.778	0	208.5	0	58.7	0	48.52	0	0.14	0	0.000098	0	7.827	8	7.4952	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		101.49	0	0.26	0	34.5859	0	27.756	0	219.2	0	61.4	0	48.7	0	0.29	0	0.000099	0	7.8239	8	7.4897	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		94.31	0	-0.0886	0	34.5473	0	27.751	0	225.1	0	62.5	0	48.03	0	0.38	0	0.000104	0	7.8493	8	7.508	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		87.45	0	-1.627	0	34.4441	0	27.766	0	255.7	0	68.1	0	47.25	0	0.47	0	0.000117	0	7.8823	8	7.5173	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		81.2	0	-1.5249	0	34.395	0	27.721	0	268.2	0	71.6	0	46.98	0	0.83	0	0.00017	0	7.8872	8	7.5229	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		75.09	0	-1.6852	0	34.3645	0	27.705	0	275.4	0	73.2	0	46.87	0	0.98	0	0.000178	0	7.89	8	7.5231	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		69.66	0	-1.7307	0	34.3524	0	27.698	0	278.6	0	73.9	0	46.98	0	0.96	0	0.000154	0	7.8928	8	7.5249	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		64.66	0	-1.7485	0	34.3368	0	27.687	0	280.3	0	74.3	0	46.66	0	0.9	0	0.000147	0	7.896	8	7.5274	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		60.01	0	-1.7365	0	34.3224	0	27.675	0	282	0	74.8	0	46.79	0	1.02	0	0.000171	0	7.8947	8	7.5263	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		55.59	0	-1.7424	0	34.3066	0	27.662	0	283.6	0	75.2	0	46.68	0	1.02	0	0.000162	0	7.8965	8	7.5277	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		51.26	0	-1.7256	0	34.2907	0	27.648	0	284.4	0	75.5	0	46.61	0	1.15	0	0.000171	0	7.901	8	7.5319	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		47	0	-1.7099	0	34.2657	0	27.628	0	286.2	0	75.9	0	46.51	0	1.06	0	0.000192	0	7.9105	8	7.5407	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		42.46	0	-1.6572	0	34.187	0	27.561	0	289.1	0	76.8	0	46.2	0	1.21	0	0.000227	0	7.9153	8	7.5456	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		37.75	0	-1.4826	0	34.0979	0	27.48	0	292.6	0	78	0	45.82	0	1.52	0	0.000231	0	7.9203	8	7.5524	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		33.19	0	-1.2505	0	33.9667	0	27.36	0	300.5	0	80.6	0	45.57	0	0.84	0	0.000208	0	7.9243	8	7.559	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		29.55	0	-1.0609	0	33.8754	0	27.275	0	311.4	0	83.9	0	45.26	0	1.03	0	0.000253	0	7.9233	8	7.5606	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		26.81	0	-1.0078	0	33.8514	0	27.252	0	325.6	0	87.8	0	45.28	0	1.09	0	0.000248	0	7.9256	8	7.5633	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		21.54	0	-0.9584	0	33.8263	0	27.228	0	329.1	0	88.9	0	45.14	0	0.99	0	0.000258	0	7.9258	8	7.564	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		15.92	0	-0.9593	0	33.8261	0	27.228	0	330.9	0	89.4	0	45.22	0	1.2	0	0.000466	0	7.9285	8	7.5663	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		10.53	0	-0.955	0	33.8237	0	27.226	0	333.1	0	89.9	0	45.28	0	1.12	0	0.00025	0	7.9303	8	7.5678	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66		5.81	0	-0.9496	0	33.8204	0	27.223	0	334.3	0	90.3	0	45.32	0	1	0	0.000235	0	7.9297	8	7.5671	8
9275SoOcn	1	C	1/18/2015	21:56	358.237	-67.66																							
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1600.22	0	0.2064	0	34.6771	0	27.834	0	214.4	0	60.1	0	41.52	0	0	0	0.000075	0	7.8458	0	7.5583	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1497.92	0	0.2416	0	34.6789	0	27.833	0	212.9	0	59.7	0	41.56	0	0	0	0.000078	0	7.8407	0	7.5507	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1399.5	0	0.2814	0	34.6803	0	27.831	0	211.1	0	59.2	0	41.63	0	0	0	0.000077	0	7.8476	0	7.5543	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1298.83	0	0.3294	0	34.6829	0	27.83	0	209.3	0	58.8	0	41.82	0	0	0	0.00008	0	7.8493	0	7.5532	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1199.16	0	0.3748	0	34.6847	0	27.828	0	207.6	0	58.4	0	41.68	0	0	0	0.000078	0	7.8499	0	7.5512	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		1099.42	0	0.423	0	34.6865	0	27.825	0	206.3	0	58.1	0	41.75	0	-0.01	0	0.000077	0	7.8541	0	7.5523	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		997.63	0	0.4768	0	34.6885	0	27.823	0	204.9	0	57.8	0	41.8	0	0	0	0.000077	0	7.8561	0	7.5516	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		951	0	0.4986	0	34.6897	0	27.822	0	204.4	0	57.7	0	41.59	0	0	0	0.000078	0	7.8552	0	7.5495	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		901.61	0	0.5233	0	34.6908	0	27.821	0	203.6	0	57.5	0	41.73	0	0	0	0.000082	0	7.8567	0	7.5497	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		851.58	0	0.55	0	34.6916	0	27.82	0	203.3	0	57.5	0	41.6	0	0	0	0.000078	0	7.8583	0	7.5498	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		800.66	0	0.5896	0	34.6933	0	27.818	0	202.9	0	57.4	0	41.43	0	0	0	0.000078	0	7.8606	0	7.5508	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		750.93	0	0.6227	0	34.6949	0	27.817	0	202.8	0	57.4	0	41.43	0	0	0	0.000078	0	7.8637	0	7.5524	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		701	0	0.6469	0	34.6948	0	27.815	0	202.2	0	57.3	0	41.49	0	0	0	0.000078	0	7.8646	0	7.552	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		650.65	0	0.6906	0	34.6968	0	27.813	0	202	0	57.3	0	41.3	0	0	0	0.00008	0	7.8664	0	7.5526	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		601.59	0	0.722	0	34.6976	0	27.811	0	201.5	0	57.2	0	41.3	0	0	0	0.000082	0	7.8692	0	7.554	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		551.41	0	0.7558	0	34.6986	0	27.81	0	201	0	57.1	0	41.28	0	0	0	0.00008	0	7.87	0	7.5535	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		501.14	0	0.7852	0	34.6991	0	27.808	0	200.1	0	56.9	0	41.28	0	0	0	0.000082	0	7.8716	0	7.5537	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		450.67	0	0.8103	0	34.6987	0	27.805	0	199.8	0	56.9	0	41.24	0	0	0	0.00008	0	7.8713	0	7.5521	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		401.45	0	0.8528	0	34.6992	0	27.802	0	199.4	0	56.8	0	41.24	0	-0.01	0	0.000083	0	7.8725	0	7.5521	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		381.57	0	0.8719	0	34.6992	0	27.801	0	199	0	56.7	0	41.14	0	0	0	0.000083	0	7.872	0	7.5513	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		360.95	0	0.8825	0	34.6992	0	27.8	0	198.7	0	56.7	0	41.27	0	0	0	0.000085	0	7.8703	0	7.5492	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		351.19	0	0.9067	0	34.6998	0	27.798	0	198.7	0	56.7	0	41.29	0	0	0	0.000085	0	7.8739	0	7.5525	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		339.42	0	0.9334	0	34.7017	0	27.798	0	199	0	56.8	0	41.19	0	-0.01	0	0.000082	0	7.8763	0	7.5547	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		331.6	0	0.9418	0	34.7021	0	27.798	0	199.1	0	56.9	0	41.07	0	0	0	0.000083	0	7.8761	0	7.5544	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		321.69	0	0.9576	0	34.7021	0	27.796	0	199.1	0	56.9	0	41.07	0	0	0	0.000083	0	7.876	0	7.5542	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		310.64	0	0.9665	0	34.7027	0	27.796	0	199.1	0	56.9	0	41.06	0	0	0	0.000088	0	7.8781	0	7.5559	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		301.17	0	0.9763	0	34.7025	0	27.795	0	199	0	56.9	0	41.21	0	-0.01	0	0.000093	0	7.8742	0	7.5521	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		290.84	0	0.9785	0	34.7013	0	27.794	0	198.4	0	56.7	0	41.23	0	0	0	0.00009	0	7.8736	0	7.5513	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		281.64	0	0.9872	0	34.7019	0	27.794	0	198.2	0	56.7	0	41.08	0	0	0	0.000086	0	7.8743	0	7.5518	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		270.82	0	0.9993	0	34.7015	0	27.792	0	197.8	0	56.6	0	41.22	0	0	0	0.000083	0	7.8729	0	7.5503	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		261.2	0	0.9889	0	34.7002	0	27.792	0	197.4	0	56.4	0	41.28	0	0	0	0.000085	0	7.8713	0	7.5483	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		251.53	0	1.0098	0	34.7001	0	27.79	0	196.9	0	56.3	0	41.26	0	0.01	0	0.000083	0	7.8708	0	7.5478	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		241.42	0	0.9939	0	34.6978	0	27.79	0	196.7	0	56.3	0	41.24	0	0.01	0	0.000088	0	7.8694	0	7.546	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		231.59	0	0.9987	0	34.6973	0	27.789	0	196.3	0	56.1	0	41.48	0	0	0	0.000088	0	7.8677	0	7.5442	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		220.91	0	1.0108	0	34.697	0	27.788	0	195.8	0	56	0	41.31	0	0	0	0.000086	0	7.8686	0	7.5448	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		211.72	0	1.029	0	34.6968	0	27.786	0	195.6	0	56	0	41.29	0	0	0	0.000086	0	7.8668	0	7.5431	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		199.59	0	1.0198	0	34.6949	0	27.785	0	195.4	0	55.9	0	41.45	0	0	0	0.000088	0	7.8664	0	7.5422	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		190.48	0	1.0067	0	34.6927	0	27.785	0	195.1	0	55.8	0	41.4	0	0.01	0	0.000091	0	7.8643	0	7.5398	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		180.82	0	0.9868	0	34.6897	0	27.784	0	194.9	0	55.7	0	41.48	0	0.01	0	0.000102	0	7.8646	0	7.5395	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		171.17	0	0.9754	0	34.6872	0	27.783	0	194.9	0	55.7	0	41.65	0	0.01	0	0.000088	0	7.8636	0	7.5382	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		161.03	0	1.0126	0	34.6865	0	27.779	0	194.7	0	55.7	0	41.45	0	0.01	0	0.000093	0	7.8658	0	7.5403	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		151.3	0	1.0265	0	34.6873	0	27.779	0	194.7	0	55.7	0	41.51	0	0	0	0.000088	0	7.8628	0	7.5374	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		141.6	0	0.9573	0	34.6801	0	27.778	0	194.9	0	55.7	0	41.56	0	0.03	0	0.000086	0	7.8628	0	7.5362	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		131.74	0	0.9432	0	34.6731	0	27.774	0	195.1	0	55.7	0	41.53	0	0.06	0	0.000091	0	7.8612	0	7.5342	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		121.34	0	1.0258	0	34.6775	0	27.771	0	194.4	0	55.6	0	41.62	0	0.09	0	0.000091	0	7.8599	0	7.5337	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		111.08	0	1.0002	0	34.6694	0	27.766	0	194.5	0	55.6	0	41.56	0	0.13	0	0.000099	0	7.8594	0	7.5326	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		101.09	0	0.8676	0	34.6561	0	27.766	0	195.8	0	55.8	0	41.72	0	0.28	0	0.000102	0	7.8617	0	7.5326	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		95.26	0	0.6334	0	34.6349	0	27.768	0	199.5	0	56.5	0	41.05	0	0.48	0	0.000112	0	7.8775	0	7.5437	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		89.42	0	-0.1372	0	34.5412	0	27.749	0	217.7	0	60.4	0	40.56	0	0.56	0	0.000118	0	7.9012	0	7.5548	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		84.27	0	-0.8224	0	34.4696	0	27.738	0	238.5	0	64.9	0	40.05	0	0.78	0	0.000126	0	7.9172	0	7.56	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		79.72	0	-1.1338	0	34.4334	0	27.728	0	251.5	0	67.9	0	39.87	0	0.9	0	0.000138	0	7.9311	0	7.5684	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		75.46	0	-1.3943	0	34.3998	0	27.717	0	262.8	0	70.4	0	39.64	0	1.36	0	0.000176	0	7.9392	0	7.5721	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		71.36	0	-1.5752	0	34.3776	0	27.71	0	270	0	72	0	39.35	0	1.53	0	0.000205	0	7.9461	0	7.5759	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		66.63	0	-1.6955	0	34.3534	0	27.697	0	276.3	0	73.4	0	39.33	0	1.6	0	0.000213	0	7.9498	0	7.5776	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		61.81	0	-1.6895	0	34.3368	0	27.683	0	279.4	0	74.2	0	39.16	0	1.71	0	0.000186	0	7.9545	0	7.5817	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		56.6	0	-1.7408	0	34.3132	0	27.667	0	282.3	0	74.9	0	38.97	0	1.79	0	0.000195	0	7.9561	0	7.5824	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		51.9	0	-1.7522	0	34.3027	0	27.66	0	283.8	0	75.3	0	38.92	0	1.82	0	0.000218	0	7.9561	0	7.5821	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		46.59	0	-1.7231	0	34.2877	0	27.646	0	285.3	0	75.7	0	38.86	0	1.79	0	0.000213	0	7.9635	0	7.5891	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		41.72	0	-1.6818	0	34.2625	0	27.623	0	286.9	0	76.2	0	38.65	0	1.9	0	0.000256	0	7.9687	0	7.5942	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		36.71	0	-1.5879	0	34.2146	0	27.579	0	289.6	0	77.1	0	38.27	0	3.61	0	0.000435	0	7.9865	0	7.6117	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		31.91	0	-1.5289	0	34.1832	0	27.551	0	296.6	0	79.1	0	37.72	0	3.38	0	0.000506	0	7.9916	0	7.617	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		26.72	0	-1.1003	0	34.0204	0	27.394	0	309.4	0	83.3	0	37.59	0	3.53	0	0.000892	0	7.9924	0	7.6233	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		21.67	0	-0.7035	0	33.9504	0	27.312	0	323.5	0	88	0	37.27	0	2.27	0	0.000863	0	7.9874	0	7.6239	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		16.66	0	0.0019	0	33.8328	0	27.167	0	340.3	0	94.3	0	37.23	0	1.2	0	0.000328	0	7.9888	0	7.6346	0
9275SoOcn	2	C	1/29/2015	06:20	357.957	-67.591		11.56	0	0.0095	0	33.8313	0	27.165	0	342.7	0	94.9	0	36.53	0	1.4	0	0.000384	0	7.9901	0	7.6357	0
