//1																					
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		321.66	0	5.1354	0	34.1909	0	26.954	0	272.3	0	85.8	0	23.07	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		311.38	0	5.1436	0	34.1883	0	26.951	0	272.4	0	85.8	0	22.75	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		301.22	0	5.1385	0	34.185	0	26.949	0	272.9	0	86	0	22.57	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		291.18	0	5.157	0	34.1861	0	26.947	0	273.1	0	86.1	0	23.03	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		281.12	0	5.1751	0	34.1874	0	26.946	0	273.6	0	86.2	0	22.76	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		270.99	0	5.1939	0	34.1873	0	26.944	0	274.4	0	86.6	0	22.21	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		261.04	0	5.2159	0	34.1865	0	26.94	0	274.8	0	86.7	0	22.64	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		251.26	0	5.2212	0	34.1856	0	26.939	0	275.2	0	86.9	0	22.15	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		241.7	0	5.2274	0	34.1845	0	26.937	0	275.3	0	86.9	0	22.22	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		231.01	0	5.2234	0	34.1803	0	26.934	0	276.1	0	87.1	0	22.78	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		221.43	0	5.2327	0	34.1803	0	26.933	0	276.2	0	87.2	0	23.47	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		210.76	0	5.2374	0	34.1777	0	26.931	0	277.2	0	87.5	0	23.12	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		201.09	0	5.2443	0	34.1757	0	26.928	0	278.7	0	88	0	22.5	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		191.42	0	5.254	0	34.1751	0	26.926	0	279.2	0	88.2	0	22.48	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		181.07	0	5.2525	0	34.172	0	26.924	0	279.5	0	88.3	0	22.78	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		171.08	0	5.2664	0	34.1721	0	26.922	0	280	0	88.4	0	22.06	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		161.57	0	5.3061	0	34.1713	0	26.917	0	281.1	0	88.9	0	22.57	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		151.31	0	5.328	0	34.1694	0	26.913	0	282.1	0	89.3	0	22.46	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		141.07	0	5.3757	0	34.1681	0	26.906	0	282.3	0	89.4	0	21.98	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		131.57	0	5.4339	0	34.169	0	26.899	0	283.2	0	89.8	0	21.56	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		121.17	0	5.3883	0	34.1503	0	26.889	0	284.4	0	90.1	0	21.75	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		110.92	0	5.3955	0	34.1388	0	26.879	0	284.6	0	90.2	0	21.6	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		100.73	0	5.5219	0	34.1364	0	26.861	0	284	0	90.3	0	21	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		96.12	0	5.7271	0	34.1375	0	26.836	0	283.2	0	90.5	0	20.19	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		91.5	0	6.0208	0	34.1503	0	26.808	0	284.1	0	91.4	0	20.39	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		86.61	0	6.2522	0	34.1356	0	26.766	0	285.3	0	92.3	0	19.43	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		81.21	0	6.5758	0	34.129	0	26.717	0	285.5	0	93	0	19.23	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		76.07	0	6.6878	0	34.1317	0	26.704	0	287.4	0	93.9	0	18.8	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		70.9	0	6.6984	0	34.132	0	26.702	0	288.9	0	94.4	0	19.16	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		66.51	0	6.7101	0	34.132	0	26.701	0	289.4	0	94.6	0	18.56	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		60.95	0	6.7393	0	34.1312	0	26.696	0	290	0	94.8	0	18.29	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		56.19	0	6.7289	0	34.1315	0	26.698	0	290.6	0	95	0	18.99	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		50.69	0	6.7605	0	34.129	0	26.691	0	290.9	0	95.2	0	18.42	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		46.36	0	6.7599	0	34.131	0	26.693	0	291.4	0	95.3	0	18.71	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		41.03	0	6.7615	0	34.1311	0	26.693	0	291.8	0	95.5	0	18.64	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		36.05	0	6.7539	0	34.1306	0	26.694	0	291.9	0	95.5	0	18.77	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		31.45	0	6.7614	0	34.1308	0	26.693	0	292.1	0	95.6	0	18.85	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		26.65	0	6.7599	0	34.1313	0	26.693	0	292.3	0	95.7	0	19.19	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		21.3	0	6.7591	0	34.1311	0	26.693	0	292.3	0	95.7	0	18.64	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		16.55	0	6.7597	0	34.1308	0	26.693	0	292.3	0	95.7	0	18.75	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		11.5	0	6.7597	0	34.1312	0	26.693	0	292.5	0	95.7	0	18.7	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629		7.39	0	6.7609	0	34.1306	0	26.693	0	292.5	0	95.7	0	18.41	0
5426DRAKEPASS	1	C	1/8/2009	2:08	280.6	-55.629															
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		501.71	0	4.818	0	34.1887	0	26.991	0	264.2	0	82.6	0	23.18	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		450.83	0	4.9655	0	34.1948	0	26.978	0	244.2	0	76.6	0	24.84	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		401.09	0	5.037	0	34.1936	0	26.968	0	248.7	0	78.1	0	23.86	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		381.44	0	5.0809	0	34.194	0	26.963	0	264.4	0	83.2	0	21.98	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		361.64	0	5.0858	0	34.1914	0	26.96	0	269.8	0	84.9	0	22.39	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		351.17	0	5.0802	0	34.189	0	26.959	0	270.1	0	85	0	22.52	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		340.9	0	5.0876	0	34.1854	0	26.955	0	270.9	0	85.2	0	23.24	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		330.71	0	5.1526	0	34.1919	0	26.953	0	272.1	0	85.7	0	22.62	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		321.66	0	5.1397	0	34.1885	0	26.951	0	273.1	0	86	0	22.7	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		311.49	0	5.1265	0	34.1844	0	26.95	0	273.5	0	86.1	0	22.78	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		301.28	0	5.1384	0	34.1849	0	26.949	0	272.9	0	86	0	22.29	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		291.13	0	5.1933	0	34.1895	0	26.946	0	274	0	86.4	0	22.44	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		281.08	0	5.2054	0	34.1882	0	26.943	0	274.5	0	86.6	0	22.55	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		271.09	0	5.2103	0	34.1868	0	26.941	0	275.1	0	86.8	0	22.2	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		261.33	0	5.218	0	34.1857	0	26.94	0	275.7	0	87	0	22.28	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		250.83	0	5.2171	0	34.1838	0	26.938	0	275.7	0	87	0	21.77	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		241.34	0	5.2202	0	34.1822	0	26.936	0	275.9	0	87.1	0	22.13	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		231.15	0	5.2183	0	34.1792	0	26.934	0	276.8	0	87.3	0	21.85	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		220.97	0	5.2274	0	34.1789	0	26.933	0	278.2	0	87.8	0	21.78	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		211.05	0	5.2486	0	34.1778	0	26.929	0	278.8	0	88.1	0	21.78	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		201.23	0	5.2607	0	34.1773	0	26.927	0	279.6	0	88.3	0	21.82	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		191.73	0	5.248	0	34.1729	0	26.925	0	279.7	0	88.3	0	21.42	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		181.71	0	5.2468	0	34.1717	0	26.925	0	279.5	0	88.3	0	21.17	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		171.69	0	5.2622	0	34.1703	0	26.921	0	280	0	88.5	0	20.9	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		159.72	0	5.2965	0	34.1689	0	26.916	0	280.7	0	88.8	0	20.94	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		151.32	0	5.3143	0	34.1645	0	26.91	0	281.9	0	89.1	0	20.81	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		140.53	0	5.3643	0	34.1647	0	26.904	0	283.5	0	89.8	0	20.73	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		130.98	0	5.4648	0	34.1688	0	26.895	0	284.6	0	90.3	0	20.66	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		121.48	0	5.5516	0	34.1707	0	26.886	0	285.6	0	90.9	0	20.55	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		110.86	0	5.5963	0	34.166	0	26.876	0	286.5	0	91.2	0	19.96	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		101.47	0	5.7311	0	34.1646	0	26.858	0	286.7	0	91.6	0	20.28	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		96.56	0	5.891	0	34.1408	0	26.817	0	286.5	0	91.9	0	19.75	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		91.23	0	6.2686	0	34.128	0	26.757	0	285.8	0	92.5	0	19.11	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		86.11	0	6.6246	0	34.1273	0	26.709	0	286.1	0	93.3	0	18.71	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		81.12	0	6.6962	0	34.1317	0	26.702	0	288.2	0	94.2	0	17.98	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		75.86	0	6.7146	0	34.1325	0	26.701	0	289.6	0	94.7	0	18.38	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		71.63	0	6.7278	0	34.1327	0	26.699	0	290.1	0	94.9	0	17.58	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		66.11	0	6.7473	0	34.1335	0	26.697	0	290.8	0	95.1	0	18.21	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		61.04	0	6.7535	0	34.1337	0	26.696	0	291.2	0	95.3	0	18.17	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		55.99	0	6.7686	0	34.1342	0	26.694	0	291.5	0	95.4	0	18.39	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		50.92	0	6.7813	0	34.134	0	26.693	0	291.8	0	95.5	0	18.11	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		45.92	0	6.8002	0	34.1329	0	26.689	0	292.3	0	95.7	0	17.56	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		40.97	0	6.8214	0	34.1309	0	26.684	0	292.5	0	95.9	0	17.96	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		35.96	0	6.8445	0	34.1299	0	26.68	0	293	0	96.1	0	18.1	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		31.42	0	6.9714	0	34.1244	0	26.658	0	292.6	0	96.2	0	17.42	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		26.11	0	6.9724	0	34.1274	0	26.661	0	293.1	0	96.4	0	17.92	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		21.45	0	6.9671	0	34.1277	0	26.662	0	293.4	0	96.5	0	17.89	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		16.43	0	6.968	0	34.1273	0	26.661	0	293.4	0	96.5	0	17.59	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		11.58	0	6.967	0	34.1272	0	26.661	0	293.6	0	96.5	0	17.84	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755		7.67	0	6.9673	0	34.1277	0	26.661	0	293.6	0	96.5	0	18.46	0
5426DRAKEPASS	2	C	1/9/2009	1:46	280.513	-55.755															
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		996.56	0	3.4549	0	34.3371	0	27.266	0	171.4	0	51.9	0	31.35	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		950.73	0	3.524	0	34.3153	0	27.241	0	180.6	0	54.7	0	30.68	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		901.33	0	3.7146	0	34.2978	0	27.206	0	184.6	0	56.2	0	29.99	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		851.32	0	3.8534	0	34.2691	0	27.167	0	193.3	0	59	0	29.86	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		800.63	0	4.0249	0	34.2485	0	27.131	0	200.6	0	61.5	0	28.97	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		750.09	0	4.2185	0	34.232	0	27.096	0	210.1	0	64.7	0	28.78	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		700.95	0	4.3439	0	34.2062	0	27.06	0	219.3	0	67.8	0	26.78	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		650.67	0	4.5996	0	34.2075	0	27.032	0	228.8	0	71.2	0	26.42	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		600.84	0	4.5708	0	34.1833	0	27.015	0	249.1	0	77.4	0	24.87	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		551.31	0	4.685	0	34.1845	0	27.003	0	256.2	0	79.8	0	24.14	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		500.63	0	4.8987	0	34.1998	0	26.99	0	235.7	0	73.8	0	25.37	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		450.89	0	4.9358	0	34.194	0	26.981	0	262.1	0	82.2	0	23.23	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		400.77	0	4.9905	0	34.191	0	26.972	0	267.5	0	84	0	23.32	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		381.21	0	5.0362	0	34.1916	0	26.967	0	269.3	0	84.6	0	22.98	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		360.64	0	5.0795	0	34.1885	0	26.959	0	267.4	0	84.1	0	22.8	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		351.49	0	5.0945	0	34.1896	0	26.958	0	264.3	0	83.2	0	22.67	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		341.06	0	5.1316	0	34.1903	0	26.954	0	260	0	81.9	0	23.11	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		330.5	0	5.1368	0	34.1911	0	26.954	0	261	0	82.2	0	22.93	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		321.21	0	5.1475	0	34.1914	0	26.953	0	259.8	0	81.9	0	22.85	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		310.62	0	5.1693	0	34.1911	0	26.95	0	259.8	0	81.9	0	22.99	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		301.37	0	5.1764	0	34.1911	0	26.949	0	262.2	0	82.7	0	23.08	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		290.55	0	5.1808	0	34.1887	0	26.947	0	267.3	0	84.3	0	22.62	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		281.08	0	5.1828	0	34.1881	0	26.946	0	269.8	0	85.1	0	22.34	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		270.42	0	5.192	0	34.1867	0	26.944	0	272.7	0	86	0	21.95	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		261.09	0	5.203	0	34.1864	0	26.942	0	274.3	0	86.5	0	22.02	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		250.58	0	5.2125	0	34.1846	0	26.939	0	275.3	0	86.9	0	22.19	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		241.47	0	5.2108	0	34.1828	0	26.938	0	276	0	87.1	0	21.86	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		231.28	0	5.2298	0	34.1822	0	26.935	0	276.2	0	87.2	0	21.51	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		221.07	0	5.2368	0	34.1813	0	26.934	0	276.6	0	87.3	0	21.37	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		210.77	0	5.2416	0	34.179	0	26.931	0	276.9	0	87.4	0	21.52	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		200.63	0	5.2553	0	34.1774	0	26.928	0	277.2	0	87.6	0	21.67	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		190.83	0	5.2495	0	34.1746	0	26.927	0	278.2	0	87.8	0	21.52	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		181.3	0	5.2501	0	34.1732	0	26.925	0	278.8	0	88.1	0	21.14	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		170.85	0	5.2667	0	34.1712	0	26.922	0	279.3	0	88.2	0	21.19	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		160.6	0	5.3112	0	34.17	0	26.915	0	280.6	0	88.7	0	21.25	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		151.39	0	5.3392	0	34.1664	0	26.909	0	281.6	0	89.1	0	20.85	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		141.03	0	5.3713	0	34.1639	0	26.903	0	282.3	0	89.4	0	20.57	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		130.6	0	5.4691	0	34.1646	0	26.891	0	283.9	0	90.1	0	19.74	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		121.1	0	5.5489	0	34.1676	0	26.883	0	284.5	0	90.5	0	20	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		111.56	0	5.5932	0	34.17	0	26.88	0	285.6	0	90.9	0	20.46	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		100.68	0	5.8237	0	34.1643	0	26.846	0	285.7	0	91.5	0	20.25	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		96.23	0	6.0966	0	34.154	0	26.802	0	284.8	0	91.8	0	19.2	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		91.34	0	6.3615	0	34.1441	0	26.758	0	284.5	0	92.2	0	19.34	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		86.51	0	6.5525	0	34.1384	0	26.728	0	284.8	0	92.8	0	18.24	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		80.96	0	6.6456	0	34.1339	0	26.711	0	286.3	0	93.4	0	19.18	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		76.58	0	6.6891	0	34.1324	0	26.704	0	287.1	0	93.8	0	18.01	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		71.21	0	6.7201	0	34.1323	0	26.7	0	288.2	0	94.2	0	17.63	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		65.79	0	6.7314	0	34.1314	0	26.697	0	288.9	0	94.5	0	17.92	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		61.52	0	6.7319	0	34.1314	0	26.697	0	289.4	0	94.6	0	18.4	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		56.37	0	6.7405	0	34.1312	0	26.696	0	290	0	94.8	0	18.27	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		51.27	0	6.7736	0	34.1318	0	26.692	0	290.5	0	95.1	0	18.02	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		46.32	0	6.8148	0	34.1317	0	26.686	0	291.2	0	95.4	0	17.81	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		41.53	0	6.8731	0	34.1331	0	26.679	0	291.9	0	95.8	0	18.07	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		36.18	0	6.9854	0	34.1282	0	26.659	0	292	0	96.1	0	18.09	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		30.93	0	7.0548	0	34.1246	0	26.647	0	291.9	0	96.2	0	17.51	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		26.39	0	7.0378	0	34.1264	0	26.651	0	292.1	0	96.2	0	18.09	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		21.45	0	7.042	0	34.1261	0	26.65	0	292.3	0	96.3	0	17.46	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		16.46	0	7.057	0	34.1235	0	26.645	0	292.1	0	96.2	0	17.94	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		11.18	0	7.0662	0	34.124	0	26.645	0	292.2	0	96.3	0	18	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84		7.77	0	7.0718	0	34.1231	0	26.643	0	292.2	0	96.3	0	17.94	0
5426DRAKEPASS	3	C	1/10/2009	1:40	280.46	-55.84															
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		996.11	0	3.5191	0	34.3275	0	27.251	0	174.6	0	52.9	0	31.25	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		950.88	0	3.6188	0	34.3161	0	27.231	0	179.4	0	54.5	0	31.01	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		900.15	0	3.7643	0	34.2928	0	27.196	0	184.1	0	56.1	0	29.63	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		850.06	0	3.9188	0	34.2742	0	27.164	0	195	0	59.7	0	29.97	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		801.35	0	4.1424	0	34.2598	0	27.127	0	197.1	0	60.6	0	29.05	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		750.35	0	4.3152	0	34.2424	0	27.093	0	206.4	0	63.8	0	28.29	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		701.08	0	4.4213	0	34.2142	0	27.058	0	221.6	0	68.6	0	26.82	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		650.97	0	4.4938	0	34.1939	0	27.033	0	237.4	0	73.6	0	26.07	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		601.43	0	4.7902	0	34.2117	0	27.013	0	224.6	0	70.2	0	26.16	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		550.45	0	4.7546	0	34.1869	0	26.997	0	263	0	82.1	0	23.81	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		500.61	0	4.8463	0	34.1923	0	26.99	0	268.9	0	84.1	0	23.35	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		450.92	0	4.9581	0	34.1932	0	26.977	0	268.9	0	84.3	0	23.1	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		401.17	0	5.0663	0	34.1948	0	26.966	0	261.9	0	82.4	0	23.14	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		380.83	0	5.0676	0	34.1913	0	26.963	0	270	0	84.9	0	22.94	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		361.04	0	5.1056	0	34.1901	0	26.957	0	272.2	0	85.7	0	22.68	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		350.68	0	5.1447	0	34.1898	0	26.952	0	273	0	86	0	22.41	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		340.47	0	5.1692	0	34.1904	0	26.949	0	273	0	86	0	23.02	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		331.57	0	5.1456	0	34.1841	0	26.947	0	273	0	86	0	22.47	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		321.34	0	5.1933	0	34.1883	0	26.945	0	268	0	84.5	0	22.63	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		311.01	0	5.1841	0	34.1851	0	26.943	0	269.6	0	85	0	22.3	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		300.6	0	5.2089	0	34.185	0	26.94	0	269.6	0	85.1	0	22.2	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		291.48	0	5.2146	0	34.1831	0	26.938	0	270.6	0	85.4	0	21.99	0
5426DRAKEPASS	4	C	1/11/2009	2:31	280.426	-55.893		281.01	0	5.2279	0	34.184	0	26.937	0	271.1	0	85.6	0	22.28	0
