//0																									
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		1399.42	0	3.4728	0	34.3849	0	27.303	0	164.3	0	49.8	0	29.83	0	0.05	0	0.000114	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		1299.72	0	3.7671	0	34.346	0	27.239	0	172.5	0	52.6	0	28.82	0	0.04	0	0.000116	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		1200.01	0	4.2919	0	34.3283	0	27.167	0	178.6	0	55.2	0	27.3	0	0.04	0	0.000114	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		1099.79	0	4.9949	0	34.336	0	27.09	0	181.8	0	57.1	0	25.84	0	0.04	0	0.000131	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		999.81	0	5.9934	0	34.3851	0	27.006	0	179.2	0	57.7	0	23.87	0	0.05	0	0.00011	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		950.75	0	6.6022	0	34.4247	0	26.957	0	178.2	0	58.2	0	22.3	0	0.04	0	0.000116	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		901.19	0	7.2266	0	34.4721	0	26.91	0	180.2	0	59.7	0	20.48	0	0.04	0	0.000114	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		851.66	0	7.8105	0	34.522	0	26.867	0	182.1	0	61.2	0	18.64	0	0.04	0	0.000114	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		801.26	0	8.37	0	34.5703	0	26.823	0	187.6	0	63.9	0	16.74	0	0.03	0	0.000117	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		751.61	0	8.9185	0	34.6202	0	26.78	0	196.5	0	67.8	0	14.56	0	0.03	0	0.000121	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		701.53	0	9.2589	0	34.6561	0	26.755	0	202.4	0	70.3	0	13.17	0	0.03	0	0.000112	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		651.41	0	9.4868	0	34.6766	0	26.736	0	213.5	0	74.6	0	11.62	0	0.04	0	0.000117	0
7552SoOcn	1	C	3/15/2012	3:35	101.349	-43.85		601.52	0	9.7602	0	34.7169	0	26.724	0	219.9	0	77.3	0	10.37	0	0.04	0	0.000112	0
