//0																									
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   999.67	0	  1.0907	0	34.7173	0	27.798	0	194.0	0	55.6	0	37.48	0	0.04	0	0.000094	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   951.28	0	  1.1335	0	34.7183	0	27.795	0	193.2	0	55.5	0	38.15	0	0.05	0	0.000097	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   900.80	0	  1.1652	0	34.7193	0	27.793	0	192.8	0	55.4	0	37.59	0	0.04	0	0.000094	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   851.08	0	  1.2076	0	34.7212	0	27.791	0	192.1	0	55.3	0	37.54	0	0.05	0	0.000096	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   801.46	0	  1.2412	0	34.7209	0	27.788	0	191.7	0	55.2	0	36.86	0	0.04	0	0.000096	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   751.56	0	  1.2921	0	34.7232	0	27.786	0	191.1	0	55.1	0	36.87	0	0.05	0	0.000104	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   701.20	0	  1.3290	0	34.7225	0	27.782	0	190.6	0	55.0	0	37.63	0	0.04	0	0.000096	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   651.13	0	  1.3208	0	34.7179	0	27.779	0	190.4	0	54.9	0	37.01	0	0.05	0	0.000097	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   601.07	0	  1.4252	0	34.7227	0	27.774	0	189.1	0	54.7	0	37.83	0	0.05	0	0.000096	0
7619SoOcn	 1	C	03/03/2013	07:22	 150.091	-65.002		   550.81	0	  1.5157	0	34.7273	0	27.77	0	187.2	0	54.3	0	38.04	0	0.05	0	0.000104	0
