//0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		978.00	0	1.5210	0	34.7340	0	27.795	0	193.2	0	56.1	0		8	0.02	0	0.000099	0	3.93	0	7.8244	0	7.5361	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		976.00	0	1.5240	0	34.7340	0	27.795	0	193.1	0	56.0	0		8	0.03	0	0.000097	0	3.91	0	7.8207	0	7.5327	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		974.00	0	1.5260	0	34.7340	0	27.795	0	193.1	0	56.0	0		8	0.03	0	0.000098	0	3.88	0	7.8180	0	7.5302	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		972.00	0	1.5290	0	34.7340	0	27.795	0	193.0	0	56.0	0		8	0.03	0	0.000097	0	3.88	0	7.8166	0	7.5289	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		970.00	0	1.5310	0	34.7350	0	27.795	0	192.9	0	56.0	0		8	0.03	0	0.000097	0	3.87	0	7.8154	0	7.5278	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		968.00	0	1.5320	0	34.7350	0	27.795	0	192.9	0	56.0	0		8	0.03	0	0.000098	0	3.85	0	7.8134	0	7.5259	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		966.00	0	1.5340	0	34.7350	0	27.795	0	192.9	0	56.0	0		8	0.02	0	0.000096	0	3.87	0	7.8126	0	7.5251	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		964.00	0	1.5360	0	34.7350	0	27.795	0	192.8	0	56.0	0		8	0.02	0	0.000096	0	3.89	0	7.8108	0	7.5234	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		962.00	0	1.5380	0	34.7350	0	27.795	0	192.8	0	56.0	0		8	0.02	0	0.000098	0	3.88	0	7.8091	0	7.5218	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		960.00	0	1.5410	0	34.7350	0	27.795	0	192.7	0	55.9	0		8	0.03	0	0.000095	0	3.87	0	7.8082	0	7.5209	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		958.00	0	1.5430	0	34.7350	0	27.794	0	192.6	0	55.9	0		8	0.02	0	0.000095	0	3.87	0	7.8079	0	7.5207	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		956.00	0	1.5440	0	34.7350	0	27.794	0	192.6	0	55.9	0		8	0.02	0	0.000095	0	3.86	0	7.8066	0	7.5195	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		954.00	0	1.5450	0	34.7350	0	27.794	0	192.6	0	55.9	0		8	0.03	0	0.000096	0	3.84	0	7.8056	0	7.5185	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		952.00	0	1.5460	0	34.7350	0	27.794	0	192.6	0	55.9	0	38.70	0	0.02	0	0.000098	0	3.86	0	7.8052	0	7.5181	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		950.00	0	1.5480	0	34.7350	0	27.794	0	192.5	0	55.9	0		8	0.03	0	0.000097	0	3.87	0	7.8044	0	7.5173	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		948.00	0	1.5480	0	34.7350	0	27.794	0	192.5	0	55.9	0		8	0.03	0	0.000096	0	3.85	0	7.8042	0	7.5170	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		946.00	0	1.5500	0	34.7350	0	27.794	0	192.5	0	55.9	0		8	0.02	0	0.000095	0	3.87	0	7.8036	0	7.5165	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		944.00	0	1.5520	0	34.7350	0	27.794	0	192.4	0	55.9	0		8	0.03	0	0.000097	0	3.85	0	7.8028	0	7.5157	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		942.00	0	1.5540	0	34.7350	0	27.794	0	192.3	0	55.9	0		8	0.03	0	0.000096	0	3.89	0	7.8018	0	7.5147	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		940.00	0	1.5550	0	34.7350	0	27.794	0	192.3	0	55.8	0		8	0.03	0	0.000095	0	3.85	0	7.8009	0	7.5138	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		938.00	0	1.5560	0	34.7350	0	27.793	0	192.3	0	55.9	0		8	0.02	0	0.000127	0	3.85	0	7.8013	0	7.5141	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		936.00	0	1.5570	0	34.7350	0	27.793	0	192.3	0	55.8	0		8	0.03	0	0.000098	0	3.88	0	7.8010	0	7.5138	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		934.00	0	1.5590	0	34.7350	0	27.793	0	192.2	0	55.8	0		8	0.02	0	0.000097	0	3.85	0	7.7999	0	7.5127	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		932.00	0	1.5590	0	34.7350	0	27.793	0	192.2	0	55.8	0		8	0.03	0	0.000095	0	3.86	0	7.8003	0	7.5131	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		930.00	0	1.5600	0	34.7350	0	27.793	0	192.2	0	55.8	0		8	0.03	0	0.000097	0	3.87	0	7.8005	0	7.5132	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		928.00	0	1.5630	0	34.7350	0	27.793	0	192.1	0	55.8	0		8	0.03	0	0.000099	0	3.86	0	7.8003	0	7.5130	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		926.00	0	1.5650	0	34.7350	0	27.793	0	192.1	0	55.8	0		8	0.02	0	0.000095	0	3.85	0	7.8002	0	7.5128	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		924.00	0	1.5660	0	34.7350	0	27.793	0	192.0	0	55.8	0		8	0.02	0	0.000098	0	3.88	0	7.8000	0	7.5127	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		922.00	0	1.5690	0	34.7350	0	27.792	0	192.0	0	55.8	0		8	0.02	0	0.000097	0	3.86	0	7.8006	0	7.5131	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		920.00	0	1.5710	0	34.7350	0	27.792	0	191.9	0	55.7	0		8	0.02	0	0.000097	0	3.86	0	7.8002	0	7.5127	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		918.00	0	1.5730	0	34.7350	0	27.792	0	191.9	0	55.7	0		8	0.03	0	0.000103	0	3.88	0	7.7993	0	7.5118	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		916.00	0	1.5730	0	34.7350	0	27.792	0	191.8	0	55.7	0		8	0.02	0	0.000095	0	3.88	0	7.7989	0	7.5114	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		914.00	0	1.5750	0	34.7350	0	27.792	0	191.7	0	55.7	0		8	0.09	0	0.000457	0	3.85	0	7.7996	0	7.5121	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		912.00	0	1.5780	0	34.7340	0	27.791	0	191.7	0	55.7	0		8	0.02	0	0.000097	0	3.85	0	7.7998	0	7.5122	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		910.00	0	1.5810	0	34.7340	0	27.791	0	191.6	0	55.7	0		8	0.03	0	0.000095	0	3.86	0	7.7989	0	7.5114	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		908.00	0	1.5850	0	34.7340	0	27.791	0	191.5	0	55.6	0		8	0.03	0	0.000096	0	3.87	0	7.7994	0	7.5118	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		906.00	0	1.5870	0	34.7340	0	27.790	0	191.4	0	55.6	0		8	0.03	0	0.000101	0	3.85	0	7.7994	0	7.5118	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		904.00	0	1.5870	0	34.7340	0	27.790	0	191.3	0	55.6	0		8	0.02	0	0.000096	0	3.85	0	7.7991	0	7.5114	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		902.00	0	1.5890	0	34.7340	0	27.790	0	191.3	0	55.6	0	38.90	0	0.03	0	0.000097	0	3.87	0	7.7992	0	7.5115	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		900.00	0	1.5910	0	34.7340	0	27.790	0	191.3	0	55.6	0		8	0.03	0	0.000097	0	3.86	0	7.7994	0	7.5116	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		898.00	0	1.5950	0	34.7340	0	27.790	0	191.1	0	55.6	0		8	0.03	0	0.000098	0	3.88	0	7.7988	0	7.5110	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		896.00	0	1.5970	0	34.7340	0	27.790	0	191.1	0	55.6	0		8	0.02	0	0.000099	0	3.87	0	7.7984	0	7.5106	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		894.00	0	1.5980	0	34.7340	0	27.790	0	191.0	0	55.5	0		8	0.03	0	0.000096	0	3.87	0	7.7985	0	7.5107	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		891.90	0	1.6000	0	34.7340	0	27.789	0	191.0	0	55.5	0		8	0.03	0	0.000098	0	3.86	0	7.7997	0	7.5117	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		890.00	0	1.6010	0	34.7340	0	27.789	0	190.9	0	55.5	0		8	0.02	0	0.000097	0	3.88	0	7.7996	0	7.5116	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		888.00	0	1.6020	0	34.7340	0	27.789	0	190.8	0	55.5	0		8	0.03	0	0.000098	0	3.89	0	7.7999	0	7.5118	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		886.00	0	1.6020	0	34.7340	0	27.789	0	190.7	0	55.5	0		8	0.02	0	0.000096	0	3.88	0	7.7998	0	7.5117	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		884.00	0	1.6040	0	34.7340	0	27.789	0	190.7	0	55.5	0		8	0.03	0	0.000097	0	3.88	0	7.7999	0	7.5117	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		882.00	0	1.6040	0	34.7340	0	27.789	0	190.7	0	55.4	0		8	0.02	0	0.000097	0	3.87	0	7.7997	0	7.5115	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		880.00	0	1.6050	0	34.7340	0	27.789	0	190.6	0	55.4	0		8	0.03	0	0.000096	0	3.88	0	7.8009	0	7.5125	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		878.00	0	1.6080	0	34.7340	0	27.789	0	190.6	0	55.4	0		8	0.03	0	0.000098	0	3.88	0	7.8009	0	7.5125	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		876.00	0	1.6090	0	34.7340	0	27.789	0	190.5	0	55.4	0		8	0.03	0	0.000096	0	3.87	0	7.8000	0	7.5116	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		874.00	0	1.6110	0	34.7340	0	27.789	0	190.4	0	55.4	0		8	0.03	0	0.000097	0	3.88	0	7.7998	0	7.5114	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		872.00	0	1.6120	0	34.7340	0	27.789	0	190.4	0	55.4	0		8	0.03	0	0.000096	0	3.86	0	7.8002	0	7.5118	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		870.00	0	1.6130	0	34.7340	0	27.788	0	190.3	0	55.3	0		8	0.03	0	0.000098	0	3.87	0	7.8010	0	7.5124	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		868.00	0	1.6150	0	34.7340	0	27.788	0	190.3	0	55.4	0		8	0.02	0	0.000105	0	3.87	0	7.8016	0	7.5129	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		866.00	0	1.6190	0	34.7340	0	27.788	0	190.2	0	55.3	0		8	0.03	0	0.000098	0	3.86	0	7.8021	0	7.5134	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		864.00	0	1.6220	0	34.7340	0	27.788	0	190.2	0	55.3	0		8	0.03	0	0.000096	0	3.88	0	7.8017	0	7.5130	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		862.00	0	1.6220	0	34.7340	0	27.788	0	190.1	0	55.3	0		8	0.03	0	0.000097	0	3.88	0	7.8016	0	7.5128	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		860.00	0	1.6240	0	34.7340	0	27.788	0	190.1	0	55.3	0		8	0.03	0	0.000097	0	3.85	0	7.8027	0	7.5138	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		858.10	0	1.6260	0	34.7340	0	27.787	0	190.0	0	55.3	0		8	0.03	0	0.000095	0	3.88	0	7.8028	0	7.5139	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		856.00	0	1.6270	0	34.7340	0	27.787	0	189.9	0	55.3	0		8	0.03	0	0.000100	0	3.85	0	7.8027	0	7.5137	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		854.00	0	1.6280	0	34.7340	0	27.787	0	189.9	0	55.3	0		8	0.03	0	0.000097	0	3.86	0	7.8021	0	7.5131	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		852.00	0	1.6290	0	34.7340	0	27.787	0	189.9	0	55.2	0	38.90	0	0.03	0	0.000099	0	3.88	0	7.8030	0	7.5138	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		850.00	0	1.6310	0	34.7340	0	27.787	0	189.9	0	55.2	0		8	0.03	0	0.000098	0	3.87	0	7.8035	0	7.5143	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		848.00	0	1.6350	0	34.7340	0	27.787	0	189.7	0	55.2	0		8	0.02	0	0.000097	0	3.86	0	7.8031	0	7.5139	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		846.00	0	1.6370	0	34.7340	0	27.787	0	189.7	0	55.2	0		8	0.03	0	0.000097	0	3.89	0	7.8033	0	7.5140	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		844.00	0	1.6390	0	34.7340	0	27.786	0	189.6	0	55.2	0		8	0.03	0	0.000097	0	3.86	0	7.8026	0	7.5134	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		842.00	0	1.6390	0	34.7330	0	27.786	0	189.6	0	55.2	0		8	0.03	0	0.000098	0	3.88	0	7.8037	0	7.5143	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		840.00	0	1.6400	0	34.7330	0	27.786	0	189.5	0	55.2	0		8	0.03	0	0.000109	0	3.87	0	7.8042	0	7.5148	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		838.00	0	1.6430	0	34.7340	0	27.786	0	189.5	0	55.2	0		8	0.03	0	0.000099	0	3.87	0	7.8044	0	7.5149	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		836.00	0	1.6450	0	34.7340	0	27.786	0	189.4	0	55.1	0		8	0.03	0	0.000098	0	3.89	0	7.8044	0	7.5149	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		834.00	0	1.6490	0	34.7330	0	27.785	0	189.4	0	55.1	0		8	0.02	0	0.000099	0	3.86	0	7.8051	0	7.5155	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		832.00	0	1.6520	0	34.7330	0	27.785	0	189.3	0	55.1	0		8	0.03	0	0.000100	0	3.84	0	7.8050	0	7.5153	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		830.00	0	1.6540	0	34.7330	0	27.785	0	189.2	0	55.1	0		8	0.03	0	0.000112	0	3.86	0	7.8049	0	7.5152	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		828.00	0	1.6550	0	34.7330	0	27.784	0	189.1	0	55.1	0		8	0.03	0	0.000099	0	3.88	0	7.8052	0	7.5155	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		826.00	0	1.6560	0	34.7330	0	27.784	0	189.1	0	55.0	0		8	0.03	0	0.000099	0	3.88	0	7.8053	0	7.5155	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		824.00	0	1.6560	0	34.7330	0	27.784	0	189.1	0	55.1	0		8	0.02	0	0.000099	0	3.88	0	7.8042	0	7.5144	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		822.00	0	1.6570	0	34.7330	0	27.784	0	189.0	0	55.0	0		8	0.03	0	0.000135	0	3.88	0	7.8050	0	7.5151	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		820.00	0	1.6600	0	34.7330	0	27.784	0	189.0	0	55.0	0		8	0.03	0	0.000099	0	3.88	0	7.8057	0	7.5157	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		818.00	0	1.6620	0	34.7330	0	27.784	0	188.9	0	55.0	0		8	0.03	0	0.000099	0	3.86	0	7.8053	0	7.5153	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		816.00	0	1.6630	0	34.7330	0	27.784	0	188.9	0	55.0	0		8	0.03	0	0.000097	0	3.88	0	7.8059	0	7.5158	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		814.00	0	1.6630	0	34.7330	0	27.784	0	188.9	0	55.0	0		8	0.03	0	0.000102	0	3.91	0	7.8063	0	7.5161	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		812.00	0	1.6640	0	34.7330	0	27.784	0	188.8	0	55.0	0		8	0.03	0	0.000110	0	3.88	0	7.8055	0	7.5154	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		810.00	0	1.6650	0	34.7330	0	27.784	0	188.8	0	55.0	0		8	0.03	0	0.000100	0	3.88	0	7.8063	0	7.5161	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		808.00	0	1.6670	0	34.7330	0	27.784	0	188.8	0	55.0	0		8	0.02	0	0.000099	0	3.89	0	7.8068	0	7.5165	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		806.00	0	1.6670	0	34.7330	0	27.784	0	188.6	0	54.9	0		8	0.02	0	0.000098	0	3.88	0	7.8058	0	7.5154	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		804.00	0	1.6690	0	34.7330	0	27.783	0	188.6	0	54.9	0		8	0.03	0	0.000098	0	3.88	0	7.8067	0	7.5162	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		802.00	0	1.6720	0	34.7330	0	27.783	0	188.6	0	54.9	0		8	0.03	0	0.000098	0	3.90	0	7.8067	0	7.5162	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		800.00	0	1.6740	0	34.7330	0	27.783	0	188.5	0	54.9	0	39.00	0	0.03	0	0.000099	0	3.87	0	7.8070	0	7.5164	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		798.00	0	1.6750	0	34.7330	0	27.783	0	188.4	0	54.9	0		8	0.02	0	0.000099	0	3.88	0	7.8069	0	7.5163	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		796.00	0	1.6760	0	34.7330	0	27.783	0	188.4	0	54.9	0		8	0.03	0	0.000116	0	3.88	0	7.8073	0	7.5167	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		794.00	0	1.6770	0	34.7330	0	27.783	0	188.3	0	54.9	0		8	0.02	0	0.000098	0	3.91	0	7.8077	0	7.5169	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		792.00	0	1.6770	0	34.7330	0	27.783	0	188.4	0	54.9	0		8	0.03	0	0.000101	0	3.88	0	7.8073	0	7.5165	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		790.00	0	1.6790	0	34.7330	0	27.783	0	188.3	0	54.8	0		8	0.03	0	0.000100	0	3.87	0	7.8083	0	7.5174	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		788.00	0	1.6820	0	34.7320	0	27.782	0	188.2	0	54.8	0		8	0.03	0	0.000098	0	3.86	0	7.8088	0	7.5178	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		786.00	0	1.6840	0	34.7320	0	27.782	0	188.1	0	54.8	0		8	0.02	0	0.000099	0	3.87	0	7.8087	0	7.5177	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		784.00	0	1.6850	0	34.7320	0	27.781	0	188.0	0	54.8	0		8	0.03	0	0.000099	0	3.86	0	7.8089	0	7.5178	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		782.00	0	1.6870	0	34.7320	0	27.781	0	187.9	0	54.8	0		8	0.03	0	0.000098	0	3.89	0	7.8096	0	7.5184	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		780.00	0	1.6880	0	34.7320	0	27.781	0	187.9	0	54.7	0		8	0.02	0	0.000100	0	3.86	0	7.8099	0	7.5187	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		778.00	0	1.6890	0	34.7320	0	27.781	0	187.8	0	54.7	0		8	0.03	0	0.000155	0	3.88	0	7.8101	0	7.5188	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		776.00	0	1.6910	0	34.7320	0	27.781	0	187.7	0	54.7	0		8	0.03	0	0.000099	0	3.91	0	7.8106	0	7.5192	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		774.00	0	1.6930	0	34.7320	0	27.781	0	187.6	0	54.7	0		8	0.03	0	0.000101	0	3.88	0	7.8097	0	7.5184	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		772.00	0	1.6940	0	34.7310	0	27.780	0	187.5	0	54.6	0		8	0.03	0	0.000101	0	3.88	0	7.8104	0	7.5189	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		770.00	0	1.6950	0	34.7310	0	27.780	0	187.4	0	54.6	0		8	0.03	0	0.000100	0	3.88	0	7.8103	0	7.5187	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		768.00	0	1.6960	0	34.7310	0	27.780	0	187.4	0	54.6	0		8	0.03	0	0.000100	0	3.89	0	7.8106	0	7.5190	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		766.00	0	1.6980	0	34.7310	0	27.780	0	187.3	0	54.6	0		8	0.03	0	0.000099	0	3.85	0	7.8106	0	7.5189	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		764.00	0	1.6990	0	34.7310	0	27.780	0	187.2	0	54.6	0		8	0.03	0	0.000100	0	3.88	0	7.8103	0	7.5186	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		762.00	0	1.7010	0	34.7310	0	27.779	0	187.1	0	54.5	0		8	0.03	0	0.000101	0	3.89	0	7.8096	0	7.5179	0
0507SoOcn	1	C	02/15/2016	15:53	74.173	-61.813		760.00	0	1.7010	0	34.7310	0	27.779	0	187.0	0	54.5	0		8	0.03	0	0.000099	0	3.85	0	7.8098	0	7.5181	0
