//0
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF	CDOM[ppb]	QF
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		607.90	0	10.8430	0	34.8960	0	26.723	0	214.3	0	77.3	0		8	0.00	0	0.000136	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		606.00	0	10.8750	0	34.9010	0	26.721	0	214.3	0	77.4	0		8	0.00	0	0.000140	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		604.00	0	10.9300	0	34.9100	0	26.718	0	214.0	0	77.4	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		602.00	0	10.9750	0	34.9160	0	26.715	0	213.7	0	77.3	0		8	0.01	0	0.000138	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		600.00	0	10.9900	0	34.9190	0	26.714	0	213.7	0	77.4	0	14.50	0	0.00	0	0.000148	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		598.00	0	11.0040	0	34.9220	0	26.714	0	213.7	0	77.4	0		8	0.00	0	0.000140	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		596.00	0	11.0220	0	34.9250	0	26.713	0	213.6	0	77.4	0		8	0.01	0	0.000144	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		594.00	0	11.0330	0	34.9260	0	26.712	0	213.6	0	77.4	0		8	0.00	0	0.000136	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		592.00	0	11.0440	0	34.9270	0	26.711	0	213.8	0	77.5	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		590.00	0	11.0610	0	34.9270	0	26.708	0	214.2	0	77.7	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		588.00	0	11.0670	0	34.9280	0	26.708	0	214.4	0	77.8	0		8	0.00	0	0.000138	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		586.00	0	11.0840	0	34.9300	0	26.706	0	214.4	0	77.8	0		8	0.00	0	0.000142	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		584.00	0	11.1290	0	34.9350	0	26.702	0	214.3	0	77.8	0		8	0.00	0	0.000143	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		582.00	0	11.1710	0	34.9370	0	26.696	0	214.4	0	77.9	0		8	0.01	0	0.000139	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		580.00	0	11.2030	0	34.9410	0	26.693	0	214.6	0	78.1	0		8	0.00	0	0.000139	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		578.00	0	11.2240	0	34.9450	0	26.692	0	214.8	0	78.2	0		8	0.00	0	0.000140	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		576.00	0	11.2510	0	34.9490	0	26.690	0	214.7	0	78.2	0		8	0.00	0	0.000142	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		574.00	0	11.2790	0	34.9520	0	26.687	0	214.8	0	78.3	0		8	0.00	0	0.000141	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		572.00	0	11.2870	0	34.9530	0	26.687	0	215.0	0	78.3	0		8	0.00	0	0.000143	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		570.00	0	11.2890	0	34.9530	0	26.686	0	215.2	0	78.4	0		8	0.00	0	0.000141	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		568.00	0	11.2930	0	34.9540	0	26.686	0	215.3	0	78.5	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		566.00	0	11.2990	0	34.9500	0	26.682	0	215.6	0	78.6	0		8	0.00	0	0.000138	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		564.00	0	11.2920	0	34.9460	0	26.680	0	216.3	0	78.8	0		8	0.00	0	0.000140	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		562.00	0	11.2870	0	34.9430	0	26.679	0	217.0	0	79.1	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		560.00	0	11.3010	0	34.9450	0	26.678	0	217.3	0	79.2	0		8	0.00	0	0.000146	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		558.00	0	11.2990	0	34.9410	0	26.675	0	217.6	0	79.3	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		556.00	0	11.2870	0	34.9360	0	26.673	0	218.2	0	79.5	0		8	0.00	0	0.000139	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		553.90	0	11.2520	0	34.9260	0	26.672	0	219.1	0	79.8	0		8	0.00	0	0.000141	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		552.00	0	11.2600	0	34.9260	0	26.671	0	219.8	0	80.0	0	12.60	0	0.00	0	0.000137	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		550.00	0	11.2780	0	34.9280	0	26.669	0	220.2	0	80.2	0		8	0.01	0	0.000139	0	1.60	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		548.00	0	11.3220	0	34.9350	0	26.666	0	220.2	0	80.3	0		8	0.00	0	0.000140	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		546.00	0	11.3610	0	34.9420	0	26.664	0	220.0	0	80.3	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		544.00	0	11.4530	0	34.9580	0	26.660	0	219.2	0	80.2	0		8	0.00	0	0.000142	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		542.00	0	11.5630	0	34.9750	0	26.653	0	218.0	0	79.9	0		8	0.00	0	0.000138	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		540.00	0	11.6240	0	34.9870	0	26.650	0	217.1	0	79.7	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		538.00	0	11.7170	0	35.0050	0	26.647	0	216.1	0	79.5	0		8	0.00	0	0.000143	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		536.00	0	11.8520	0	35.0300	0	26.641	0	214.8	0	79.2	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		534.00	0	11.8920	0	35.0400	0	26.641	0	214.2	0	79.1	0		8	0.00	0	0.000143	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		532.00	0	11.9550	0	35.0510	0	26.638	0	213.6	0	79.0	0		8	0.00	0	0.000150	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		530.00	0	11.9910	0	35.0590	0	26.637	0	213.2	0	78.9	0		8	0.00	0	0.000139	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		528.00	0	11.9980	0	35.0600	0	26.636	0	213.3	0	78.9	0		8	0.01	0	0.000140	0	1.60	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		526.00	0	12.0050	0	35.0620	0	26.637	0	213.2	0	78.9	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		524.00	0	12.0120	0	35.0640	0	26.637	0	213.3	0	79.0	0		8	0.00	0	0.000139	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		522.00	0	12.0410	0	35.0680	0	26.634	0	213.2	0	79.0	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		520.00	0	12.0580	0	35.0710	0	26.633	0	213.2	0	79.0	0		8	-0.00	0	0.000139	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		518.00	0	12.0800	0	35.0750	0	26.632	0	213.3	0	79.1	0		8	0.00	0	0.000141	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		516.00	0	12.1430	0	35.0860	0	26.629	0	213.0	0	79.1	0		8	0.00	0	0.000138	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		514.00	0	12.2090	0	35.0960	0	26.624	0	212.7	0	79.1	0		8	0.00	0	0.000142	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		512.00	0	12.2250	0	35.0990	0	26.623	0	212.7	0	79.1	0		8	0.00	0	0.000138	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		510.00	0	12.2400	0	35.1020	0	26.622	0	212.6	0	79.1	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		508.00	0	12.2480	0	35.1040	0	26.622	0	212.6	0	79.1	0		8	0.00	0	0.000138	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		506.00	0	12.2550	0	35.1050	0	26.622	0	212.7	0	79.2	0		8	0.00	0	0.000138	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		504.00	0	12.2720	0	35.1070	0	26.620	0	212.7	0	79.2	0		8	0.00	0	0.000143	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		502.00	0	12.3030	0	35.1110	0	26.617	0	212.6	0	79.2	0	11.80	0	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		500.00	0	12.3100	0	35.1120	0	26.617	0	212.6	0	79.2	0		8	0.00	0	0.000139	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		498.00	0	12.3120	0	35.1120	0	26.616	0	212.7	0	79.3	0		8	0.00	0	0.000140	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		496.00	0	12.3220	0	35.1130	0	26.615	0	212.7	0	79.3	0		8	0.00	0	0.000139	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		494.00	0	12.3260	0	35.1130	0	26.614	0	212.8	0	79.3	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		492.00	0	12.3280	0	35.1130	0	26.614	0	212.8	0	79.4	0		8	0.00	0	0.000139	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		490.00	0	12.3560	0	35.1170	0	26.611	0	212.7	0	79.3	0		8	0.00	0	0.000140	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		488.00	0	12.4170	0	35.1240	0	26.605	0	212.5	0	79.4	0		8	0.00	0	0.000139	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		486.00	0	12.4390	0	35.1270	0	26.603	0	212.4	0	79.4	0		8	0.00	0	0.000139	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		484.00	0	12.4490	0	35.1290	0	26.603	0	212.3	0	79.4	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		482.00	0	12.4640	0	35.1310	0	26.601	0	212.4	0	79.4	0		8	0.00	0	0.000138	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		480.00	0	12.4840	0	35.1350	0	26.600	0	212.4	0	79.5	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		478.00	0	12.5140	0	35.1390	0	26.598	0	212.2	0	79.4	0		8	0.01	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		476.00	0	12.5390	0	35.1430	0	26.596	0	212.1	0	79.4	0		8	0.01	0	0.000139	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		474.00	0	12.5680	0	35.1470	0	26.593	0	211.9	0	79.4	0		8	0.01	0	0.000146	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		472.00	0	12.5840	0	35.1490	0	26.592	0	211.8	0	79.4	0		8	0.00	0	0.000136	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		470.00	0	12.6220	0	35.1550	0	26.589	0	211.8	0	79.5	0		8	0.00	0	0.000138	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		468.00	0	12.6650	0	35.1620	0	26.586	0	211.6	0	79.5	0		8	0.00	0	0.000136	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		466.00	0	12.7030	0	35.1670	0	26.582	0	211.7	0	79.6	0		8	0.00	0	0.000138	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		464.00	0	12.7200	0	35.1700	0	26.581	0	211.6	0	79.6	0		8	0.00	0	0.000136	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		462.00	0	12.7650	0	35.1760	0	26.577	0	211.5	0	79.6	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		460.00	0	12.8140	0	35.1830	0	26.572	0	211.3	0	79.6	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		458.00	0	12.8590	0	35.1900	0	26.569	0	211.2	0	79.6	0		8	0.00	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		456.00	0	12.8920	0	35.1940	0	26.565	0	211.0	0	79.6	0		8	0.00	0	0.000138	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		454.00	0	12.9070	0	35.1980	0	26.565	0	211.0	0	79.7	0		8	0.00	0	0.000135	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		452.00	0	12.9260	0	35.2000	0	26.563	0	210.9	0	79.7	0	10.30	0	0.00	0	0.000141	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		450.00	0	12.9340	0	35.2010	0	26.562	0	210.9	0	79.7	0		8	0.00	0	0.000140	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		448.00	0	12.9800	0	35.2090	0	26.559	0	210.8	0	79.7	0		8	0.00	0	0.000141	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		446.00	0	13.0220	0	35.2140	0	26.555	0	210.4	0	79.6	0		8	0.00	0	0.000143	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		444.00	0	13.0380	0	35.2160	0	26.553	0	210.0	0	79.5	0		8	0.00	0	0.000141	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		442.00	0	13.0550	0	35.2180	0	26.551	0	209.6	0	79.4	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		440.00	0	13.1010	0	35.2240	0	26.546	0	209.3	0	79.3	0		8	0.00	0	0.000148	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		438.00	0	13.1470	0	35.2280	0	26.540	0	209.0	0	79.3	0		8	0.00	0	0.000138	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		436.00	0	13.1720	0	35.2310	0	26.537	0	208.8	0	79.3	0		8	0.00	0	0.000150	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		434.00	0	13.1980	0	35.2350	0	26.535	0	208.7	0	79.3	0		8	0.00	0	0.000137	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		432.00	0	13.2360	0	35.2400	0	26.531	0	208.7	0	79.3	0		8	0.01	0	0.000143	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		430.00	0	13.2600	0	35.2430	0	26.529	0	208.8	0	79.4	0		8	0.00	0	0.000142	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		428.00	0	13.2920	0	35.2460	0	26.525	0	208.7	0	79.4	0		8	0.00	0	0.000138	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		426.00	0	13.3160	0	35.2510	0	26.524	0	208.8	0	79.5	0		8	0.01	0	0.000140	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		424.00	0	13.3710	0	35.2600	0	26.519	0	208.9	0	79.6	0		8	0.00	0	0.000138	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		422.00	0	13.4080	0	35.2650	0	26.515	0	209.3	0	79.9	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		420.10	0	13.4310	0	35.2680	0	26.513	0	209.4	0	79.9	0		8	0.01	0	0.000142	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		418.00	0	13.4480	0	35.2700	0	26.511	0	209.3	0	79.9	0		8	0.00	0	0.000138	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		416.00	0	13.4870	0	35.2750	0	26.507	0	209.2	0	79.9	0		8	0.00	0	0.000145	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		414.00	0	13.5450	0	35.2810	0	26.500	0	208.7	0	79.9	0		8	0.00	0	0.000145	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		412.00	0	13.5900	0	35.2870	0	26.495	0	208.4	0	79.8	0		8	0.00	0	0.000145	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		410.00	0	13.6070	0	35.2890	0	26.493	0	208.4	0	79.8	0		8	0.00	0	0.000169	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		408.00	0	13.6340	0	35.2920	0	26.490	0	208.2	0	79.8	0		8	0.00	0	0.000144	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		406.00	0	13.6490	0	35.2940	0	26.488	0	208.1	0	79.8	0		8	0.00	0	0.000145	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		404.00	0	13.7140	0	35.3000	0	26.479	0	207.6	0	79.7	0		8	0.00	0	0.000143	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		402.00	0	13.7410	0	35.3020	0	26.475	0	207.3	0	79.7	0	9.10	0	0.00	0	0.000141	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		400.00	0	13.7650	0	35.3030	0	26.471	0	206.9	0	79.5	0		8	0.00	0	0.000139	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		398.00	0	13.7710	0	35.3040	0	26.470	0	206.5	0	79.4	0		8	0.01	0	0.000138	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		396.00	0	13.7820	0	35.3050	0	26.469	0	206.2	0	79.3	0		8	0.00	0	0.000139	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		394.00	0	13.8030	0	35.3070	0	26.466	0	206.1	0	79.3	0		8	0.00	0	0.000148	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		392.00	0	13.8320	0	35.3100	0	26.462	0	205.8	0	79.2	0		8	0.00	0	0.000141	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		390.00	0	13.8870	0	35.3150	0	26.455	0	205.3	0	79.1	0		8	0.00	0	0.000143	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		388.00	0	13.9640	0	35.3220	0	26.444	0	204.8	0	79.1	0		8	0.00	0	0.000140	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		386.00	0	13.9680	0	35.3160	0	26.438	0	204.3	0	78.9	0		8	0.01	0	0.000141	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		384.00	0	13.9990	0	35.3180	0	26.433	0	203.9	0	78.8	0		8	0.00	0	0.000145	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		382.00	0	14.0140	0	35.3210	0	26.433	0	203.6	0	78.7	0	9.00	0	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		380.00	0	14.0840	0	35.3290	0	26.424	0	202.9	0	78.5	0		8	0.01	0	0.000140	0	1.70	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		378.00	0	14.1000	0	35.3310	0	26.422	0	202.5	0	78.4	0		8	0.00	0	0.000141	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		376.00	0	14.1240	0	35.3340	0	26.419	0	202.3	0	78.3	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		374.00	0	14.1840	0	35.3390	0	26.410	0	201.9	0	78.3	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		372.00	0	14.2460	0	35.3440	0	26.401	0	201.6	0	78.3	0		8	0.00	0	0.000140	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		370.00	0	14.2550	0	35.3450	0	26.400	0	201.6	0	78.3	0		8	0.00	0	0.000142	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		368.00	0	14.2740	0	35.3470	0	26.397	0	201.6	0	78.3	0		8	0.00	0	0.000141	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		366.00	0	14.3030	0	35.3500	0	26.394	0	201.6	0	78.4	0		8	0.01	0	0.000138	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		364.00	0	14.3280	0	35.3520	0	26.390	0	201.7	0	78.4	0		8	0.00	0	0.000141	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		362.00	0	14.3520	0	35.3550	0	26.387	0	201.7	0	78.5	0		8	0.00	0	0.000147	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		360.00	0	14.3900	0	35.3590	0	26.382	0	201.5	0	78.5	0	8.40	0	0.00	0	0.000143	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		358.00	0	14.4200	0	35.3620	0	26.378	0	201.4	0	78.5	0		8	0.00	0	0.000139	0	1.69	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		356.00	0	14.4430	0	35.3640	0	26.374	0	201.3	0	78.5	0		8	0.00	0	0.000141	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		354.00	0	14.4760	0	35.3650	0	26.368	0	201.2	0	78.5	0		8	0.00	0	0.000138	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		352.00	0	14.5190	0	35.3660	0	26.359	0	201.2	0	78.6	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		350.00	0	14.5680	0	35.3690	0	26.351	0	201.0	0	78.6	0	8.40	0	0.00	0	0.000141	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		348.00	0	14.5790	0	35.3710	0	26.350	0	201.0	0	78.6	0		8	0.01	0	0.000145	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		346.00	0	14.5940	0	35.3720	0	26.348	0	200.9	0	78.6	0		8	0.01	0	0.000172	0	1.66	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		344.00	0	14.5970	0	35.3730	0	26.348	0	200.9	0	78.6	0		8	0.00	0	0.000143	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		342.00	0	14.6160	0	35.3750	0	26.345	0	200.9	0	78.6	0	8.10	0	0.01	0	0.000143	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		340.00	0	14.6570	0	35.3800	0	26.340	0	200.5	0	78.5	0		8	0.00	0	0.000140	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		338.00	0	14.7170	0	35.3820	0	26.329	0	200.2	0	78.5	0		8	0.01	0	0.000151	0	1.68	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		336.00	0	14.7320	0	35.3690	0	26.316	0	201.4	0	79.0	0		8	0.01	0	0.000140	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		334.00	0	14.7670	0	35.3730	0	26.311	0	202.6	0	79.5	0		8	0.00	0	0.000134	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		332.00	0	14.8440	0	35.3830	0	26.302	0	202.6	0	79.6	0	7.50	0	0.00	0	0.000137	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		330.00	0	14.8640	0	35.3850	0	26.299	0	202.7	0	79.7	0		8	0.00	0	0.000137	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		328.00	0	14.9090	0	35.3900	0	26.293	0	202.6	0	79.7	0		8	0.00	0	0.000138	0	1.67	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		326.00	0	14.9440	0	35.3930	0	26.288	0	202.6	0	79.8	0		8	0.01	0	0.000140	0	1.62	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		324.00	0	14.9620	0	35.3950	0	26.285	0	202.8	0	79.9	0		8	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		322.00	0	14.9830	0	35.3980	0	26.283	0	203.0	0	80.0	0	7.30	0	0.00	0	0.000138	0	1.65	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		320.00	0	15.0640	0	35.4060	0	26.271	0	202.8	0	80.1	0		8	0.01	0	0.000138	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		318.00	0	15.1480	0	35.4160	0	26.260	0	202.4	0	80.0	0		8	0.01	0	0.000140	0	1.59	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		316.00	0	15.1560	0	35.4180	0	26.260	0	202.3	0	80.0	0		8	0.00	0	0.000138	0	1.61	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		314.00	0	15.1850	0	35.4230	0	26.257	0	202.1	0	80.0	0		8	0.00	0	0.000140	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		312.00	0	15.2380	0	35.4290	0	26.250	0	201.9	0	80.0	0	6.90	0	0.01	0	0.000142	0	1.60	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		310.00	0	15.3300	0	35.4370	0	26.236	0	201.9	0	80.1	0		8	0.00	0	0.000141	0	1.64	0
0037SoOcn	28	C	04/27/2015	07:29	14.152	-36.303		308.00	0	15.3950	0	35.4440	0	26.227	0	201.6	0	80.1	0		8	0.01	0	0.000139	0	1.62	0
