//0																									
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	Chlorophyll[µg/l]	QF	BackScatter[/m/sr]	QF
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		951.42	0	3.0991	0	34.3831	0	27.34	0	164.3	0	49.3	0	37.51	0	0.01	0	0.000139	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		900.99	0	3.13	0	34.335	0	27.298	0	171.6	0	51.5	0	37.36	0	0	0	0.000134	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		850.87	0	3.4138	0	34.3359	0	27.269	0	171.6	0	51.9	0	36.83	0	0.01	0	0.000141	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		801.32	0	3.5884	0	34.3135	0	27.232	0	177.9	0	54	0	36.1	0	0	0	0.000139	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		750.77	0	3.7442	0	34.2744	0	27.183	0	184.6	0	56.2	0	35.25	0	0	0	0.000143	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		700.59	0	4.0224	0	34.233	0	27.119	0	192.5	0	59	0	34.02	0	0	0	0.000141	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		651.6	0	4.2641	0	34.2272	0	27.087	0	199.9	0	61.7	0	33.23	0	0	0	0.000143	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		599.48	0	4.2722	0	34.1763	0	27.044	0	216.4	0	66.7	0	31.88	0	0.01	0	0.000141	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		551.48	0	4.4208	0	34.1602	0	27.014	0	230.7	0	71.4	0	30.21	0	0	0	0.000143	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		501.38	0	5.0214	0	34.2105	0	26.984	0	235.4	0	74	0	28.78	0	0	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		451.14	0	5.1652	0	34.2116	0	26.967	0	246.9	0	77.8	0	28.1	0	0	0	0.000154	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		400.62	0	5.6325	0	34.2627	0	26.951	0	225.3	0	71.8	0	29.01	0	0.01	0	0.000145	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		380.66	0	5.598	0	34.2454	0	26.941	0	220.6	0	70.3	0	28.47	0	0	0	0.00017	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		361.48	0	5.5077	0	34.2146	0	26.927	0	229.8	0	73	0	27.98	0	0	0	0.000156	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		351.09	0	5.5313	0	34.2127	0	26.923	0	233.2	0	74.1	0	27.7	0	0	0	0.000152	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		340.94	0	5.4651	0	34.1882	0	26.911	0	237.1	0	75.3	0	27.52	0	0	0	0.000154	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		331.21	0	5.5812	0	34.1982	0	26.905	0	240.6	0	76.6	0	27.17	0	0	0	0.000152	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		321.65	0	5.8615	0	34.2356	0	26.899	0	240.4	0	77.1	0	27.2	0	0	0	0.00015	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		311.44	0	6.0256	0	34.2579	0	26.897	0	236.9	0	76.3	0	26.67	0	0	0	0.000152	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		301.56	0	6.1006	0	34.2648	0	26.892	0	234.5	0	75.6	0	26.51	0	-0.01	0	0.000156	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		290.9	0	6.1388	0	34.2627	0	26.886	0	234.3	0	75.6	0	26.12	0	0.01	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		281.17	0	6.2807	0	34.2721	0	26.875	0	235.9	0	76.4	0	25.53	0	0	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		271.36	0	6.4893	0	34.3032	0	26.872	0	236.6	0	77	0	25.05	0	0.01	0	0.000156	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		261.49	0	6.507	0	34.296	0	26.864	0	237.8	0	77.4	0	24.99	0	0.02	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		249.37	0	6.846	0	34.3427	0	26.856	0	238.4	0	78.3	0	24.1	0	0.01	0	0.000167	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		241.58	0	6.8758	0	34.3391	0	26.849	0	238.9	0	78.5	0	24.03	0	0.01	0	0.000165	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		231.51	0	6.98	0	34.3497	0	26.843	0	238	0	78.4	0	23.98	0	0	0	0.000165	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		221.46	0	7.223	0	34.386	0	26.839	0	236.5	0	78.3	0	23.26	0	-0.01	0	0.000163	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		210.92	0	7.2669	0	34.391	0	26.837	0	236.5	0	78.4	0	23.08	0	0	0	0.000163	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		201.55	0	7.3023	0	34.3908	0	26.832	0	236.6	0	78.5	0	22.88	0	0.01	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		191.26	0	7.4768	0	34.4197	0	26.831	0	237.4	0	79.1	0	22.29	0	0	0	0.000161	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		181.33	0	7.412	0	34.4006	0	26.824	0	238.5	0	79.4	0	22.54	0	0.01	0	0.000156	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		171.46	0	7.4641	0	34.4057	0	26.821	0	238.1	0	79.3	0	22.22	0	0.01	0	0.000167	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		161.67	0	7.6459	0	34.4305	0	26.815	0	238.2	0	79.7	0	21.81	0	0.01	0	0.000187	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		151.14	0	7.6974	0	34.4308	0	26.808	0	238	0	79.7	0	21.8	0	0.01	0	0.000163	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		141.39	0	7.7183	0	34.4269	0	26.802	0	237.9	0	79.8	0	21.65	0	0.02	0	0.00017	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		131.04	0	7.5497	0	34.3836	0	26.79	0	238.8	0	79.7	0	22.33	0	0.08	0	0.000178	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		120.89	0	7.4621	0	34.3514	0	26.776	0	239.4	0	79.8	0	22.52	0	0.1	0	0.000183	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		111.4	0	7.4731	0	34.3182	0	26.747	0	240.6	0	80.1	0	22.53	0	0.2	0	0.000203	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		100.69	0	7.4791	0	34.3138	0	26.743	0	241.4	0	80.4	0	22.49	0	0.2	0	0.000198	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		96.61	0	7.4893	0	34.3102	0	26.738	0	241.4	0	80.4	0	22.35	0	0.22	0	0.000198	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		91.28	0	7.4021	0	34.2864	0	26.731	0	242.5	0	80.6	0	22.52	0	0.3	0	0.000214	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		86.34	0	7.2699	0	34.2439	0	26.715	0	244	0	80.8	0	22.56	0	0.36	0	0.000231	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		81.6	0	7.3672	0	34.2426	0	26.7	0	244.8	0	81.3	0	21.95	0	0.45	0	0.000262	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		75.99	0	7.3139	0	34.2051	0	26.676	0	247.8	0	82.2	0	21.92	0	0.58	0	0.000304	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		71.58	0	7.5408	0	34.1987	0	26.638	0	249.1	0	83.1	0	21.28	0	0.75	0	0.000339	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		66.59	0	7.9932	0	34.2385	0	26.605	0	249.1	0	83.9	0	20.64	0	0.84	0	0.00037	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		61.79	0	8.1606	0	34.2329	0	26.575	0	250.7	0	84.8	0	20.12	0	0.88	0	0.000419	0
6968SoOcn	1	C	3/6/2012	1:44	178.065	-49.935		56.49	0	8.1803	0	34.2261	0	26.566	0	252.9	0	85.6	0	20.48	0	0.8	0	0.000419	0
