//0																													
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF	pHinsitu[Total]	QF	pH25C[Total]	QF
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1799.26	0	  1.6652	0	34.7136	0	27.746	0	154.8	0	45.0	0	32.42	0	7.7168	0	7.4664	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1699.06	0	  1.7303	0	34.7164	0	27.742	0	153.1	0	44.6	0	32.18	0	7.7168	0	7.4640	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1599.20	0	  1.8044	0	34.7135	0	27.734	0	151.5	0	44.2	0	32.14	0	7.7144	0	7.4596	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1499.93	0	  1.9197	0	34.7074	0	27.718	0	149.9	0	43.9	0	32.43	0	7.7142	0	7.4578	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1399.71	0	  1.9951	0	34.7009	0	27.706	0	148.2	0	43.5	0	32.25	0	7.7103	0	7.4519	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1299.92	0	  2.0862	0	34.6866	0	27.686	0	145.7	0	42.8	0	32.63	0	7.7022	0	7.4425	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1198.08	0	  2.1531	0	34.6668	0	27.664	0	143.5	0	42.3	0	33.05	0	7.6955	0	7.4339	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		  1098.86	0	  2.2095	0	34.6472	0	27.643	0	142.0	0	41.9	0	33.31	0	7.6905	0	7.4268	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   998.93	0	  2.2644	0	34.6203	0	27.616	0	140.7	0	41.5	0	33.79	0	7.6845	0	7.4188	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   950.77	0	  2.2859	0	34.6072	0	27.603	0	140.4	0	41.5	0	34.20	0	7.6790	0	7.4125	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   901.39	0	  2.2976	0	34.5996	0	27.596	0	140.3	0	41.4	0	34.07	0	7.6759	0	7.4082	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   851.03	0	  2.3512	0	34.5612	0	27.559	0	140.6	0	41.6	0	34.34	0	7.6722	0	7.4039	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   801.17	0	  2.4111	0	34.5390	0	27.536	0	141.0	0	41.8	0	34.66	0	7.6715	0	7.4024	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   751.19	0	  2.4536	0	34.5148	0	27.512	0	142.4	0	42.2	0	34.53	0	7.6694	0	7.3995	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   701.01	0	  2.4704	0	34.4892	0	27.489	0	144.4	0	42.8	0	34.63	0	7.6712	0	7.3996	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   650.70	0	  2.5027	0	34.4477	0	27.452	0	148.7	0	44.1	0	34.78	0	7.6733	0	7.4004	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   601.02	0	  2.5083	0	34.4271	0	27.435	0	151.9	0	45.1	0	34.78	0	7.6759	0	7.4012	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   551.67	0	  2.4816	0	34.3925	0	27.409	0	156.9	0	46.5	0	34.41	0	7.6838	0	7.4065	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   501.29	0	  2.4059	0	34.3300	0	27.366	0	169.4	0	50.1	0	34.02	0	7.6961	0	7.4150	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   450.88	0	  2.3348	0	34.3035	0	27.351	0	175.9	0	51.9	0	33.87	0	7.7038	0	7.4194	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   400.79	0	  2.1509	0	34.2335	0	27.311	0	192.1	0	56.4	0	32.80	0	7.7288	0	7.4382	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   381.37	0	  2.0193	0	34.2033	0	27.299	0	200.6	0	58.7	0	32.59	0	7.7364	0	7.4428	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   361.38	0	  1.9262	0	34.1776	0	27.287	0	207.9	0	60.7	0	32.32	0	7.7462	0	7.4498	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   351.67	0	  1.8526	0	34.1605	0	27.279	0	211.3	0	61.6	0	32.10	0	7.7523	0	7.4540	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   341.75	0	  1.8044	0	34.1473	0	27.273	0	215.6	0	62.7	0	31.81	0	7.7581	0	7.4584	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   329.79	0	  1.7735	0	34.1396	0	27.27	0	218.6	0	63.5	0	31.78	0	7.7608	0	7.4601	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   320.52	0	  1.7560	0	34.1356	0	27.268	0	219.7	0	63.8	0	31.44	0	7.7680	0	7.4661	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   310.99	0	  1.6866	0	34.1165	0	27.259	0	223.4	0	64.8	0	30.76	0	7.7795	0	7.4753	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   301.24	0	  1.5183	0	34.0967	0	27.258	0	231.0	0	66.7	0	30.47	0	7.7894	0	7.4818	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   290.86	0	  1.2610	0	34.0539	0	27.245	0	240.9	0	69.1	0	30.26	0	7.8012	0	7.4888	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   280.64	0	  1.0563	0	34.0252	0	27.239	0	249.3	0	71.1	0	30.07	0	7.8089	0	7.4927	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   270.67	0	  1.0293	0	34.0215	0	27.238	0	252.5	0	71.9	0	29.87	0	7.8117	0	7.4945	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   260.49	0	  1.0043	0	34.0165	0	27.236	0	254.6	0	72.5	0	29.77	0	7.8131	0	7.4951	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   251.10	0	  1.0023	0	34.0159	0	27.236	0	255.5	0	72.7	0	29.69	0	7.8164	0	7.4978	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   240.89	0	  0.9056	0	34.0041	0	27.235	0	258.4	0	73.4	0	29.41	0	7.8194	0	7.4989	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   231.50	0	  0.9347	0	34.0010	0	27.23	0	260.3	0	74.0	0	29.24	0	7.8219	0	7.5014	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   221.63	0	  0.8277	0	33.9865	0	27.227	0	264.6	0	75.0	0	29.25	0	7.8264	0	7.5036	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   211.10	0	  0.7516	0	33.9771	0	27.225	0	268.1	0	75.8	0	29.01	0	7.8282	0	7.5039	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   201.41	0	  0.7974	0	33.9787	0	27.223	0	268.6	0	76.1	0	29.00	0	7.8260	0	7.5023	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   191.57	0	  0.8821	0	33.9839	0	27.22	0	268.1	0	76.1	0	29.10	0	7.8247	0	7.5018	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   180.89	0	  0.7735	0	33.9725	0	27.22	0	270.6	0	76.6	0	28.82	0	7.8286	0	7.5037	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   171.00	0	  0.8151	0	33.9742	0	27.218	0	270.4	0	76.6	0	28.97	0	7.8256	0	7.5011	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   159.34	0	  0.8085	0	33.9585	0	27.206	0	270.5	0	76.6	0	28.51	0	7.8279	0	7.5028	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   151.36	0	  1.2925	0	33.9703	0	27.175	0	265.9	0	76.2	0	28.37	0	7.8199	0	7.5018	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   141.52	0	  1.5135	0	33.9833	0	27.166	0	261.2	0	75.3	0	27.98	0	7.8143	0	7.4994	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   129.46	0	  1.4195	0	33.9604	0	27.155	0	263.7	0	75.9	0	27.71	0	7.8223	0	7.5049	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   120.57	0	  0.9361	0	33.9048	0	27.152	0	272.6	0	77.4	0	27.07	0	7.8402	0	7.5145	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   111.09	0	  1.0103	0	33.8819	0	27.127	0	278.1	0	79.1	0	26.37	0	7.8430	0	7.5177	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		   100.76	0	  0.7981	0	33.8476	0	27.117	0	284.6	0	80.5	0	26.28	0	7.8517	0	7.5225	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    91.89	0	  1.2009	0	33.8578	0	27.091	0	282.7	0	80.8	0	25.95	0	7.8528	0	7.5287	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    82.44	0	  1.2720	0	33.8438	0	27.074	0	284.9	0	81.6	0	25.32	0	7.8566	0	7.5329	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    72.21	0	  1.3355	0	33.8185	0	27.048	0	286.3	0	82.1	0	25.29	0	7.8642	0	7.5404	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    61.31	0	  1.6343	0	33.7971	0	27.004	0	285.9	0	82.6	0	24.75	0	7.8654	0	7.5452	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    50.37	0	  1.3451	0	33.7366	0	26.98	0	291.7	0	83.6	0	24.89	0	7.8722	0	7.5471	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    40.10	0	  1.4729	0	33.7254	0	26.96	0	291.5	0	83.8	0	24.95	0	7.8723	0	7.5486	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    29.71	0	  1.4999	0	33.7270	0	26.959	0	291.4	0	83.9	0	24.96	0	7.8730	0	7.5493	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    20.31	0	  1.4882	0	33.7279	0	26.961	0	291.6	0	83.9	0	24.87	0	7.8735	0	7.5492	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480		    11.86	0	  1.5136	0	33.7275	0	26.958	0	291.4	0	83.9	0	24.90	0	7.8766	0	7.5522	0
9662SoOcn	 1	C	01/10/2016	05:30	302.795	-56.480																	
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1901.79	0	  1.5840	0	34.7160	0	27.755	0	154.5	0	44.9	0	30.99	0	7.7184	0	7.4702	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1798.67	0	  1.6345	0	34.7134	0	27.748	0	152.9	0	44.5	0	31.20	0	7.7188	0	7.4679	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1698.49	0	  1.7673	0	34.7165	0	27.739	0	152.7	0	44.5	0	30.99	0	7.7183	0	7.4659	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1599.26	0	  1.7882	0	34.7091	0	27.731	0	149.3	0	43.6	0	31.29	0	7.7208	0	7.4652	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1499.79	0	  1.8405	0	34.7058	0	27.724	0	147.9	0	43.2	0	31.24	0	7.7215	0	7.4633	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1399.02	0	  1.9376	0	34.6995	0	27.71	0	146.2	0	42.8	0	31.54	0	7.7206	0	7.4605	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1299.44	0	  2.0419	0	34.6931	0	27.696	0	145.9	0	42.9	0	31.37	0	7.7173	0	7.4557	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1200.06	0	  2.0874	0	34.6815	0	27.682	0	143.7	0	42.2	0	31.72	0	7.7167	0	7.4525	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		  1099.56	0	  2.1625	0	34.6656	0	27.662	0	142.3	0	41.9	0	31.91	0	7.7117	0	7.4456	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   999.25	0	  2.2300	0	34.6362	0	27.632	0	141.0	0	41.6	0	32.63	0	7.7024	0	7.4347	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   950.71	0	  2.2489	0	34.6263	0	27.622	0	140.5	0	41.5	0	32.75	0	7.6999	0	7.4311	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   901.22	0	  2.2799	0	34.6121	0	27.608	0	140.1	0	41.4	0	32.97	0	7.6973	0	7.4276	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   851.24	0	  2.3101	0	34.5824	0	27.581	0	140.1	0	41.4	0	33.18	0	7.6925	0	7.4219	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   800.74	0	  2.3537	0	34.5674	0	27.564	0	140.1	0	41.4	0	33.37	0	7.6927	0	7.4210	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   750.77	0	  2.4145	0	34.5478	0	27.542	0	140.3	0	41.5	0	33.59	0	7.6940	0	7.4214	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   701.29	0	  2.4583	0	34.5247	0	27.519	0	141.2	0	41.9	0	33.64	0	7.6940	0	7.4204	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   651.10	0	  2.5043	0	34.5115	0	27.504	0	141.6	0	42.0	0	33.68	0	7.6959	0	7.4211	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   601.53	0	  2.5541	0	34.4837	0	27.477	0	143.4	0	42.6	0	33.71	0	7.6995	0	7.4235	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   550.63	0	  2.5826	0	34.4548	0	27.45	0	146.8	0	43.6	0	33.80	0	7.7025	0	7.4249	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   501.06	0	  2.6448	0	34.4140	0	27.411	0	151.9	0	45.2	0	33.32	0	7.7101	0	7.4312	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   451.17	0	  2.6574	0	34.3806	0	27.383	0	158.0	0	47.0	0	33.33	0	7.7176	0	7.4366	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   401.34	0	  2.6135	0	34.3450	0	27.358	0	165.3	0	49.1	0	32.95	0	7.7285	0	7.4443	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   380.70	0	  2.5747	0	34.3238	0	27.344	0	169.6	0	50.4	0	32.89	0	7.7336	0	7.4477	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   361.29	0	  2.4393	0	34.2899	0	27.33	0	174.9	0	51.7	0	32.53	0	7.7468	0	7.4574	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   351.23	0	  2.3030	0	34.2676	0	27.325	0	183.0	0	54.0	0	32.33	0	7.7496	0	7.4577	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   338.92	0	  2.3267	0	34.2605	0	27.317	0	184.3	0	54.4	0	32.05	0	7.7531	0	7.4609	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   330.15	0	  2.2083	0	34.2371	0	27.309	0	189.1	0	55.6	0	32.01	0	7.7606	0	7.4658	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   320.69	0	  2.1383	0	34.2245	0	27.305	0	193.3	0	56.7	0	31.87	0	7.7654	0	7.4690	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   311.12	0	  2.0776	0	34.2102	0	27.299	0	197.1	0	57.7	0	31.81	0	7.7710	0	7.4730	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   301.04	0	  2.0704	0	34.1977	0	27.29	0	199.8	0	58.5	0	31.49	0	7.7770	0	7.4780	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   291.18	0	  2.0672	0	34.1855	0	27.28	0	203.5	0	59.6	0	31.36	0	7.7794	0	7.4798	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   281.31	0	  2.0401	0	34.1770	0	27.276	0	206.2	0	60.4	0	30.93	0	7.7830	0	7.4824	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   271.10	0	  2.0305	0	34.1685	0	27.27	0	208.6	0	61.0	0	30.96	0	7.7883	0	7.4868	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   261.11	0	  2.1339	0	34.1671	0	27.259	0	209.8	0	61.6	0	30.71	0	7.7921	0	7.4914	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   251.65	0	  1.9827	0	34.1498	0	27.259	0	213.9	0	62.5	0	30.55	0	7.7965	0	7.4931	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   241.46	0	  1.8715	0	34.1317	0	27.254	0	218.5	0	63.6	0	30.27	0	7.8059	0	7.4998	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   231.03	0	  1.7894	0	34.1106	0	27.245	0	223.9	0	65.1	0	29.79	0	7.8121	0	7.5041	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   221.44	0	  1.8467	0	34.1090	0	27.238	0	226.8	0	66.0	0	29.78	0	7.8144	0	7.5066	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   211.01	0	  1.7278	0	34.0935	0	27.236	0	230.6	0	66.9	0	29.57	0	7.8215	0	7.5111	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   200.91	0	  1.5294	0	34.0705	0	27.235	0	236.1	0	68.2	0	28.86	0	7.8338	0	7.5194	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   191.25	0	  1.2175	0	34.0287	0	27.228	0	246.9	0	70.7	0	29.10	0	7.8415	0	7.5218	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   181.47	0	  1.6636	0	34.0632	0	27.217	0	243.0	0	70.4	0	28.84	0	7.8329	0	7.5197	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   169.97	0	  1.5306	0	34.0437	0	27.213	0	247.1	0	71.3	0	28.63	0	7.8414	0	7.5254	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   160.84	0	  1.6026	0	34.0398	0	27.204	0	249.3	0	72.1	0	28.56	0	7.8415	0	7.5261	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   151.16	0	  1.4431	0	34.0112	0	27.195	0	254.0	0	73.1	0	28.01	0	7.8497	0	7.5312	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   141.61	0	  1.0706	0	33.9551	0	27.181	0	263.8	0	75.2	0	27.72	0	7.8582	0	7.5335	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   131.18	0	  0.8513	0	33.9092	0	27.162	0	271.3	0	76.9	0	26.60	0	7.8701	0	7.5411	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   120.73	0	  0.6771	0	33.8598	0	27.136	0	278.8	0	78.6	0	26.33	0	7.8790	0	7.5465	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   110.76	0	  0.7302	0	33.8394	0	27.115	0	281.8	0	79.6	0	25.76	0	7.8843	0	7.5518	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		   101.51	0	  1.1206	0	33.8183	0	27.066	0	281.6	0	80.3	0	25.42	0	7.8890	0	7.5611	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		    93.92	0	  1.4025	0	33.7844	0	27.014	0	281.7	0	80.9	0	24.86	0	7.8883	0	7.5641	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		    86.39	0	  1.5177	0	33.7719	0	26.994	0	282.7	0	81.4	0	24.63	0	7.8899	0	7.5669	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		    78.66	0	  1.5821	0	33.7549	0	26.974	0	283.2	0	81.7	0	24.41	0	7.8934	0	7.5707	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		    70.76	0	  1.5760	0	33.7470	0	26.968	0	284.3	0	82.0	0	24.41	0	7.8936	0	7.5705	0
9662SoOcn	 2	C	01/20/2016	12:23	306.713	-56.789		    62.94	0	  1.5748	0	33.7451	0	26.967	0	284.9	0	82.2	0	24.38	0	7.8953	0	7.5719	0
